Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha,Sentimiento 1,Sentimiento 2,1.3 Inglés,1.4 Inglés
10939,SEGOB171,SEGOB-05-005,Sí,Sí,deben poner mas modulos en las delegaciones ya que hay quien debe cruzar toda la ciudad y no es posible un solo modulo para esto porque es un requisito primordial,la atención mas eficaz,2017-05-23,0,1,They should put more modules in delegations as there who must cross the entire city and can not be a single module for this because it is a primary requirement,the most effective care
10940,ISSSTE522,ISSSTE-00-009-B,No,Sí,tiempo de respuesta,que la solicitud se haga de manera digital,2017-05-23,1,1,response time,the request is made digitally
10941,sep.3032,SEP-25-002-B,Sí,Sí,"EL CONCEPTO, REFERENCIA O NUMERO DE CUENTA PARA REALIZAR EL PAGO DE DERECHOS","CORROBORAR O ACTUALIZAR LOS DOCUMENTOS NECESARIOS EN CADA INSTITUCIÓN, YA QUE EN EL CBTis 198 NO SON LOS MISMOS QUE DESCRIBEN EN ESTA PAGINA.",2017-05-23,0,0,THE CONCEPT reference or account number for payment RIGHTS,"Corroborate or update documents required in each institution, as CBTis 198 IN THOSE WHO ARE NOT THEMSELVES described on this page."
10942,IMSS168,IMSS-02-025-C,Sí,Sí,Un formato para anotar los diferentes patrones que el instituto no reconoce,.,2017-05-23,0,3,A format to record the different patterns that the institute does not recognize,.
10943,sep.1264,sep.-09-2005,Sí,Sí,"por favor, que sea enviado el correo de la secretaria de educación de registro para titulo y cedula profesional.","no lo sé, no han llegado los correos para presentar mis documentos y es dificultoso acceder a solicitar la cita para dicho trámite.",2017-05-23,0,0,Please mail that is sent to the secretary of education for title registration and professional identification card.,"I do not know, they have not reached the post to present my documents and difficult access request appointment for that procedure."
10944,ISSSTE623,FOVISSSTE-00-006,No,Sí,TODO,TODO,2017-05-23,0,0,EVERYTHING,EVERYTHING
10945,STPS1687,STPS-04-004,Sí,Sí,"Manual para realizar el tramite en línea, y que sea más practico la plataforma.",La información mas concreta,2017-05-23,0,1,"Manual for apply online, and make it more practical platform.",More specific information
10946,ISSSTE615,FOVISSSTE-00-004,No,Sí,mas explicta la informacion todos los tramites son engorrosos,buenas tardes este tramite me sale que esta timbrado y en le sat me piden la constancia que puede hacer me urge saber si esta tramite ya lo habia hecho el año pasado y este año lo mismo,2017-05-23,0,0,more information explicta all procedures are cumbersome,good afternoon I get this processed this ring and he sat me ask consistency that can make me know if this is urgent and processed had done last year and this year the same
10947,IMPI88,IMPI-01-001,Sí,Sí,"LAS OPCIONES DE COMO TRAMITAR LA FICHA DE PAGO, QUE SEAN MAS ESPECIFICOS","LAS OPCIONES DE COMO TRAMITAR LA FICHA DE PAGO, QUE SEAN MAS ESPECIFICOS",2017-05-23,0,0,"OPTIONS AS PAYMENT PROCESS Sheet, that are more specific","OPTIONS AS PAYMENT PROCESS Sheet, that are more specific"
10948,UNADM1064,UNADM-00-001,No,Sí,"Ya me registre y me enviaron un correo para que continué con el cuestionario de deteccion de perfil de ingreso, cuando entro al link es el inicio de pagina y no encuentro el cuestionario","No contestan el teléfono a ninguna hora y en ninguna extención.
La mesa de ayuda no hay un tema ""Aspirantes"" simplemetente no hay atencion a clientes",2017-05-23,0,0,and register me and sent me an email to continue with the screening questionnaire income profile when I enter the link is the start page and I find the questionnaire,"They do not answer the phone at any time and in any extención.
Help desk there is an issue ""Aspirants"" simplemetente no attention to customers"
10949,SRE144,SRE-03-007-A,No,Sí,CEREBRO,"TODO, NO SIRVEN",2017-05-23,0,0,BRAIN,"ALL, SERVE NO"
10950,SAT134,SAT-01-054,Sí,Sí,cual opcion seria la que pondria al momento de hacer una cita para sacar el rfc de un menor de edad porfavor podrian responder me urgee,lo de la respuesta de arriba,2017-05-24,0,1,which option would be a time that would make an appointment to get the RFCs age a child could answer me please urgee,the response above
10951,SEP71,SEP-01-031-A,Sí,No,,"El sitio http://www.cedulaprofesional.sep.gob.mx/cedula no funciona, muestra error ""HTTP STATUS 404""

Faltaría dicho enlace en este espacio para poder ir a la consulta, no estaría de má spoder acceder desde este espacio.",2017-05-24,3,0,,"Http://www.cedulaprofesional.sep.gob.mx/cedula site does not work, it shows error ""HTTP STATUS 404""

It said missing link in this room to go to consultation, would not ma spoder access from this space."
10952,INEA2372,INEA-01-001-C,Sí,No,,"QUE PUDIERAMOS IMPRIMIR NUESTRO CERTIFICADO EN LINEA YA QUE NO TIENE NINGUN COSTO , SERIA MAS ACCESIBLE PARA LOS QUE TRABAJAMOS Y EVITARIAMOS MUCHAS MOLESTIAS EN SUS OFICINAS. GRACIAS",2017-05-24,3,0,,We could print our online certificate SINCE NO NO COST WOULD BE MORE AFFORDABLE FOR WORK AND THAT would avoid a lot of trouble in their offices. THANK YOU
10953,SEGOB171,SEGOB-05-005,Sí,No,,"PERO DEBERÍAN DE HACER EL FORMATO PARA QUE UNO MISMO DESDE CASA O DESDE OTRO LUGAR PUEDA REALIZAR LOS CAMBIOS NECESARIOS O LOS TRAMITES CORRESPONDIENTES DE LA CURP, ESTO CON LA FINALIDAD DE FACILITAR DICHO TRAMITE A LOS QUE NO TENEMOS EL TIEMPO NECESARIO PARA ASISTIR A LAS OFICINAS",2017-05-24,3,0,,"BUT SHOULD MAKE THE FORMAT FOR SELF FROM HOME OR FROM ANOTHER PLACE MAY MAKE CHANGES NEEDED OR THE PAPERWORK FOR THE CURP, THIS IN ORDER TO FACILITATE SUCH PROCEEDINGS TO WHICH DO NOT HAVE THE TIME NEEDED TO ATTEND THE OFFICE"
10954,IMSS176,IMSS-02-066-A,No,Sí,Cómo hacer el registro de concubina un tutorial o algo,Tutorial para registro de concubina en línea,2017-05-24,1,1,How to check concubine a tutorial or something,Concubine tutorial for online registration
10955,IMSS153,IMSS-01-006-A,No,Sí,"no deja abrir para tramitar la solicitud en linea,y hacerlo. tienes q preocuparse en hacer mejor trabajo y fácil para nosotros","no deja abrir para tramitar la solicitud en linea,y hacerlo. tienes q preocuparse en hacer mejor trabajo y fácil para nosotros. seria mejor hacerlos en la guardería que queremos para nuestros ninos y dejen sen de pedir que vayan en linea",2017-05-24,0,0,"leaves open to process the application online, and do it. q have to worry about job better and easier for us","leaves open to process the application online, and do it. q have to worry about job better and easier for us. best would do in the nursery we want for our children and let sen to ask to go online"
10956,sep.1663,SEP-01-042-A,Sí,Sí,LA CORRECCIÓN EN LA LETRA DE UN APELLIDO,DAR DE ALTA EN EL SISTEMA A LOS PROFESIONISTAS QUE YA HICIERON LA CORRECCIÓN DE ALGÚN DATO EN SU CÉDULA PROFESIONAL.,2017-05-24,1,0,CORRECTION IN THE LETTER OF A NAME,DISCHARGE SYSTEM TO PROFESSIONALS AND MADE THAT ANY CORRECTING PROFESSIONAL DATA ON YOUR SCHEDULE.
10957,sep.1663,SEP-01-042-A,Sí,Sí,LA CORRECCIÓN EN LA LETRA DE UN APELLIDO,DAR DE ALTA EN EL SISTEMA A LOS PROFESIONISTAS QUE YA HICIERON LA CORRECCIÓN DE ALGÚN DATO EN SU CÉDULA PROFESIONAL.,2017-05-24,1,0,CORRECTION IN THE LETTER OF A NAME,DISCHARGE SYSTEM TO PROFESSIONALS AND MADE THAT ANY CORRECTING PROFESSIONAL DATA ON YOUR SCHEDULE.
10958,PROFEDET342,PROFEDET-00-001,No,Sí,"no voy a trabajar por ustedes lo único que les digo que se lavan muy rápido las manos,sobre la encargada de este despacho seria mas obvio marcar sus logros sobre casos específicos de representación hacia problemas de trabajadores que mostrar su impecable curricular que en estas fechas son de duda ya ven mi excelso presidente de los ESTADOS UNIDOS MEXICANOS.Se duda de sus estudios",poner mas atención y vigilar a las empresas porque abusan de nosotros como trabajadores un ejemplo soy yo tengo trabajando 6 anos y mi aguinaldo no rebasa los 8 días de salario mínimo no digamos las Utilidades este ano me dieron la cuantiosa cantidad de 354 pesos. trabajando en tienda de autoservicio en área de farmacia.desde hace 5 anos me han cambiado de razón social 3 veces y el mes que viene junio 2017 sera la cuarta. Mis bonos son en monedero electrónico que tengo que consumir en la misma tienda de autoservicio porque no los admiten en otro lado.,2017-05-24,0,0,I will not work for you all I tell them to wash very fast hands on the charge of this serious office most obvious mark their achievements on specific cases of representation to problems of workers who show their impeccable curriculum that these dates are doubt and see my exalted President of the United States MEXICANOS.Se doubt his studies,pay more attention and monitor companies that abuse us as an example'm workers working I have 6 and my Christmas bonus does not exceed 8 days of minimum wage not to mention the profits this year I was given the substantial amount of 354 pesos. working convenience store in farmacia.desde area for 5 years have changed me company name 3 times and next month will be the fourth in June 2017. My bonds are electronic wallet that I have to eat because they are not allowed elsewhere in the same convenience store.
10959,SRE2430,SRE-03-007-B,No,Sí,"falta los portales de los bancos. Que antes si tenia, ademas la pagina electronica de citas.
la informacion pobre y fraccionada y para acabarla se tiene que concertar citas y recabar informacion via telefonica, en serio? en 2017? el call center es de un sobrino de Videgaray? 
Cambiar para hacerlo peor. 
Una pagina hostil, mal elaborada.","Dejen de darle la elaboracion de los portales a los primos tontos de los titulares, respeto a la ciudadania , les cuesta mucho entenderlo?
Verguenza me da ver como se gastan el dinero y ademas presumen la carencia de la mas elemental inteligencia.",2017-05-24,0,0,"lack portals banks. Before if he had, besides the dating website.
poor information and to finish fractional have to make appointments and gather information via telephone, seriously? in 2017? the call center is a nephew of Videgaray?
Change to make it worse.
A page hostile, poorly prepared.","Stop giving the preparation of the portals silly cousins ​​holders, respect for citizenship, find it hard to understand?
Ashamed to see me as the money is spent and also boast the lack of the most basic intelligence."
10960,CFE201,CFE-00-013,Sí,No,,"Que en verdad atiendan los casos, he mandado varias solicitudes sin mejora del servicio, casualmente todas las solicitudes llevan el mismo número ...",2017-05-24,3,0,,"They really attend cases, I have sent several requests without improving the service, coincidentally all applications the same numbers ..."
10961,SRE112,SRE-03-002,Sí,Sí,Información sobre donde poder obtener cada uno de los documentos que son como requisitos,Poner mas oficinas en los municipios.,2017-05-24,0,1,Information about where to obtain each of the documents are as requirements,Put more offices in the municipalities.
10962,SRE120,SRE-03-010,Sí,No,,"HACER Q EL PAGO EN LINEA SE PUEDA HACER SIN TENER BANCANET A FUERZAS.
ESTE TRAMITE DE PAGO DEBERIA DE SER FACIL Y RAPIDO PARA LOS QUE NO TENEMOS TIEMPO NI TENEMOS BANCANET, Y ESTAMOS CORTOS DE TIEMPO EN ESTA METROPOLI COMO LO ES CDMX.

TALVEZ PUEDAD PONER UN LINK PARA HACER EL PAGO EN LINEA DIRECTO CON TARJRTA DE CREDITO O DEBITO SIN TENER Q USAR BANCANET.",2017-05-24,3,0,,"Q DO online payment can be made WITHOUT BANCANET forces.
This procedure should be PAID QUICK AND EASY FOR WHICH WE DO NOT HAVE TIME OR BANCANET and we are short of time in this metropolis as it is CDMX.

Puedad MIGHT PUT A LINK TO THE LINE WITH DIRECT PAYMENT TARJRTA credit or debit USE WITHOUT Q BANCANET."
10963,IMSS165,IMSS-02-012,Sí,Sí,Si vivo en tonala cual subdelegacion m corresponde,La informacion sobre las subdelegaciones q nos corresponden ya q acudimos a una y de ahy nos mandan a otra,2017-05-24,1,0,If alive in which sub-delegation m corresponds tonala,Information on subdelegations q q belong to us and we turn to ahy and send us to another
10964,SEDENA36,SEDENA-01-007,Sí,No,,Ubicación de los modulos y horarios de atencion,2017-05-24,3,1,,Module Locations and Hours
10965,SRE112,SRE-03-002,Sí,Sí,"Donde haer el pago, banco numero de cuenta","Es confusa la pagina, creo que deberian separar los requsitos para mexicanos por nacimiento y naturalizado, porque los requisitos son en genarla para todos y creo que oasiona confusión",2017-05-24,1,0,"Where haer payment, bank account number","It is unclear page, I think we should separate the requsitos for Mexicans by birth and naturalized, because the requirements are genarla for everyone and I think oasiona confusion"
10966,SRE125,SRE-03-012-A,Sí,Sí,No especifica en dónde hacer el pago.,"citas por internet, link a los bancos para hacer pagos en línea",2017-05-24,0,0,Does not specify where to make the payment.,"Internet Dating, link banks to make payments online"
10967,STPS1687,STPS-04-004,No,Sí,el formato no esta,una búsqueda mas amable,2017-05-24,0,1,the format is not,Search kinder
10968,CENATRA1586,CNTRA-01-008,Sí,No,,"ONLINE--- YA QUE COMO TRABAJADORA NO PUEDO SALIR EN HORARIOS DE OFICINAS Y USTEDES SU HORARIO ES EL MISMO QUE EL MIO NO HAY POSIBILIDAD ALGUNA DE QUE YO PUEDA APOYAR Y DAR MI ULTIMA BUENA ACCIÓN DESPUÉS DE MI MUERTE ...... DONAR TODO LO QUE SIRVA DE MI.....

Y SUPER FALTA DE PERDIS MAS OFICINAS RECAUDADORA DE INFORMACION PARA REALIZAR LOS TRAMITES EN CADA ESTADO DEL PAIS MEXICO SOBRE DONACION..... HAY MUCHA GENTE QUE QUIERE DONAR PERO NO HAY ONLINE..... ES MAS PUEDEN PEDIR LA FIEL COMO FIRMA ELECTRONICA PARA SELLAR EL CONCENTIMIENTO DE DONACION ONLINE...... Y QUE SE RENUEVE ESTA VOLUNTADA CADA 2 AÑOS..... COMO RENOVACION DE DONACION DE ORGANOS ....... ESPERO QUE LO CONCIDEREN.....",2017-05-24,3,0,,"--- ONLINE BECAUSE I CAN NOT QUIT AS WORKING IN OFFICE HOURS AND HOURS YOU IS YOUR SAME WHICH THE MIO there is no possibility that I might SUPPORT AND GIVE MY LAST GOOD DEED after my death ...... DONATE ALL THAT SERVE MY .....

SUPER AND LACK OF perdis more offices collecting of information for EACH STATE STEPS IN THE COUNTRY OF MEXICO ON DONATION ..... many people want to donate ..... BUT THERE IS MORE ONLINE ORDER THE FAITHFUL AS MAY SIGNATURE ELECTRONIC SEAL ONLINE dONATION CONSENT ...... THIS AND THAT rENEW EVERY 2 YEARS ..... VOLUNTADA AS ORGAN dONATION RENOVATION ....... ..... I HOPE YOU CONCIDEREN"
10969,ISSSTE574,FOVISSSTE-00-009-A,Sí,No,,se me ocurre que uno puede presentar la solicitud en linea,2017-05-24,3,1,,I can think of that you can apply online
10970,STPS1506,STPS-04-001,Sí,Sí,SI ESTE PROCESO ES EN LINEA O TIENE QUE SER EN LAS OFICINAS,QUE SEA A TRAVES DE UNA PAGINA DIGITAL,2017-05-24,1,1,IF THIS PROCESS IS IN LINE OR HAVE TO BE IN THE OFFICE,THAT IS THROUGH A DIGITAL PAGE
10971,SEGOB171,SEGOB-05-005,No,Sí,Son nefastos deben abrir mas oficinas y no una sola en el centro de la ciudad,Todo,2017-05-24,0,0,Are nefarious should open more offices and no one in the city center,Everything
10972,SEP69,SEP-01-030-A,No,Sí,quiero poner mi estado y no me deja,llame a las oficinas de toluca y me dejaron cogada mucho tiempo y solo para no darme informacion por telefono,2017-05-24,0,0,I want to put my state and I will not let,call toluca offices and let me cogada long time and not give me information only by phone
10973,sep.3032,SEP-25-002-B,Sí,Sí,Donde encuentro el formato para pago por duplicado de certificado de nivel medio superios?,ubicando los pdf,2017-05-24,0,1,Where do I find the format for duplicate payment certificate superios level?,placing the pdf
10974,SEGOB171,SEGOB-05-005,No,Sí,Número de atención,Que proporcionen un teléfono en el que sí contesten. No tengo ninguna identificación oficial vigente. No le encuentro el caso de volver a tramitar el INE porque tengo dos CURP asociadas a mis datos y no es posible que no me puedan contestar. Mal servicio!,2017-05-24,1,0,Service number,Provide a phone on answer yes. I have no valid ID. I do not meet the case re-process the INE because I have two CURP associated with my data and it is not possible that I can not answer. Bad service!
10975,SEDENA38,SEDENA-01-009,Sí,No,,"El tramite es forzosamente presencial, eso lo entiendo pero seria mejor evitar el viaje a la capital del estado Saltillo, Coahuila, y que el tramite pudiera realizarse en el campo militar La Joya de Torreon, Coahuila para esta y las comunidades cercanas",2017-05-24,3,0,,"The procedure is necessarily face, I understand but better would be to avoid the trip to the capital of Saltillo, Coahuila state, and that the process could take place in the military field La Joya de Torreon, Coahuila for this and nearby communities"
10976,INM820,INM-03-009-D,Sí,Sí,Agregar un link para descarga del formato básico,que se pueda generarse/llenarse en línea el formato basico para posteriormente complementar con las huellas en el instituto,2017-05-24,1,0,Add a link to download the basic format,that may be generated / completed online the basic format for later supplemented with footprints in high school
10977,INM822,INM-03-010-A,No,Sí,"Se podría publicar la información completa porque cuando hemos llegado a la oficina de migración de Querétaro, nos hacen dar 2-4 vueltas porque siempre falta algún documento que no viene especificado en ningún lado.","Sería bastante util que alguien viniera a ver las oficinas de Migración de Querétaro. Desde la llegada hay muchas áreas de oportunidad.
No hay estacionamiento, no hay lugar donde esperar de 8-9am que es cuando abren, los servidores tienen una pésima actitud, el tiempo de espera para hacer un trámite es de 3-5 horas y siempre falta anexar algun documento que te piden pero que no viene especificado en ningún lado.
La atención en General en Querétaro es bastante mala, ojalá se pudiera mejorar de alguna manera considerando la cantidad de extranjeros que habitan en el estado y los que están llegando todos los días.",2017-05-24,0,0,"Could publish full information because when we come to the immigration office in Queretaro, we do give 2-4 laps because always missing some document specified that does not come anywhere.","It would be quite useful for someone to come to see the migration offices of Queretaro. Since the arrival there are many areas of opportunity.
There is no parking, no place to expect from 8-9am which is when they open, the servers have a bad attitude, the waiting time for a procedure is 3-5 hours and always missing attach any documents they ask but It is not specified anywhere.
General care in Queretaro is pretty bad, I wish you could somehow improve considering the number of foreigners living in the state and those who are arriving every day."
10978,IMSS164,IMSS-02-008,No,Sí,"Porque no poner dos opciones, una para tramitar el nss y otra para consulta.
A mi me paso quise consultar mi nss para ver si ya estaba corregido un error que presentaba mi apellido, pero en vez de realizar la consulta me asigno otro nss y ahora tengo que volver a realizar de nuevo el tramite de corrección por duplicidad de nss, si en el anterior tramite me tardaron casi 2 años y para colmo este tramite ya lo había realizado anteriormente.","Poner dos opciones, una para tramitar y otra para consulta e impresión",2017-05-24,0,0,"Why not put two options, one to process the nss and one for consultation.
I would step I wanted to check my nss to see if it was already fixed a bug that had my name, but instead of making the request I assign another nss and now I have to go back to again perform the process of correction duplication of nss, If in the previous procedure it took me almost 2 years and to top this processed as it had done previously.","Put two options, one for processing and one for viewing and printing"
10979,ISSSTE569,ISSSTE-05-006-C,No,Sí,"Soy de Ecatepec de Morelos, no existe una oficina donde afiliar a mis derecho habientes que no sea en Toluca? pues resulta bastante lejano el lugar para el registro en comento.","1) Ofrecer el servicio de alta de Derecho Habientes en Línea (por internet)

2) Tener oficinas en diferentes puntos para el alta de derecho habientes, no solo en Toluca.",2017-05-24,0,0,"Soy de Ecatepec de Morelos, there is an office where enroll my right holders than in Toluca? it is quite distant place for registration at issue.","1) Provide high service of having rights online (internet)

2) Have offices in different locations for discharge of having rights, not only in Toluca."
10980,IMSS167,IMSS-02-025-B,No,Sí,"NO DA OPORTUNIDAD NI OPCIONES PARA SACAR SEMANAS COTIZADAS EN EL ISSSTE, ES PAGINA TRAS PAGINA Y NADA",PAGINAS NO CONCRETAS Y CONFUSAS,2017-05-24,0,0,"DA NO OPPORTUNITY TO TAKE WEEKS OR OPTIONS LISTED IN THE ISSSTE, ES page after page and nothing",CONCRETE AND CONFUSED NO PAGES
10981,INM828,INM-03-010-G,Sí,Sí,Poner cuanto tiempo aproximado dura el trámite de cambio de condición,En poner fechas o tiempo aproximado que dura el proceso del trámite,2017-05-24,0,0,Put approximate how long the process lasts status change,Putting dates or approximate duration of the process of the process
10982,ISSSTE623,FOVISSSTE-00-006,Sí,Sí,LAS UNIDADES A DONDE SE PUEDE ACUDIR Y LOS HORARIOS DE ATENCION,QUE EL TRAMITE SE PUEDA REALIZAR EN LINEA,2017-05-24,1,1,UNITS WHERE YOU CAN GO AND CARE TIMES,That the procedure can be performed ONLINE
10983,sep.1035,SEP-01-023-A,Sí,Sí,El link para generar la cita,Colocar el link para generar la cita,2017-05-24,1,1,The link to generate the quote,Place the link to generate the quote
10984,SEGOB171,SEGOB-05-005,Sí,No,,PERMITIR EL TRÁMITE VÍA INTERNET.,2017-05-25,3,1,,PERMIT PROCESS INTERNET.
10985,SEGOB171,SEGOB-05-005,No,Sí,"Cuando escribí el correo me dicen que anexará una carta libre, dato que no está aquí.","Ojalá se pudiera hacer por algún medio diferente al presencial.
Mil gracias",2017-05-25,0,0,"When I wrote the mail telling me to append a free card, data that is not here.","I wish you could do for a different medium to the face.
Thank you"
10986,ISSSTE628,FOVISSSTE-00-010-C,Sí,Sí,No arroja estado de cuenta detallado que antes se podía consultar,proporcionar todas las herramientas para poder rendir las declaraciones patrimoniales que como trabajadores del estado estamos obligados,2017-05-25,0,0,Sheds no itemized statement previously could consult,providing all the tools to perform the property statements as workers in the state we are required
10987,SEGOB171,SEGOB-05-005,Sí,Sí,la página no permite seleccionar otra Delegación que no sea Cuauhtémoc.,"integrar una relación de estados, municipios y delegaciones que se puedan seleccionar",2017-05-25,0,0,page can not select other than Cuauhtemoc Delegation.,"integrate a relationship of states, municipalities and delegations that they can select"
10988,SEMARNAT428,SEMARNAT-08-023-A,Sí,Sí,NO DESCARGA EL FORMATO,SISTEMA,2017-05-25,0,1,NO DOWNLOAD FORMAT,SYSTEM
10989,CDI1022,CDI-01-008-A,Sí,Sí,acerca de los tramites online que manejan las instituciones publicas,tener un apartado de tramites online,2017-05-25,0,1,about procedures online that manage public institutions,have a section Application forms
10990,IMSS210,IMSS-02-066-J,Sí,Sí,"La pagina no sirve, el modulo de autenticación no funciona. no te deja entrar, ni crear cuenta","La pagina no sirve, el modulo de autenticación no funciona. no te deja entrar, ni crear cuenta",2017-05-25,0,0,"The page does not work, the authentication module does not work. not let you in or create account","The page does not work, the authentication module does not work. not let you in or create account"
10991,SECTUR3109,SECTUR-05-006,Sí,No,,PODER REALIZAR EL TRAMITE EN LA OFICINA DE TURISMO DE LA LOCALIDAD.,2017-05-25,3,0,,TO MAKE THE PROCESS IN THE TOURIST OFFICE OF THE TOWN.
10992,SEP69,SEP-01-030-A,Sí,No,,"TIEMPOS, DEMASIADO LARGO EL TIEMPO DE ELABORACION",2017-05-25,3,1,,TIMES TOO LONG TIME ELABORACION
10993,SEGOB175,SGOB-05-002,No,Sí,Falta un acceso directo para la impresión de la CURP,Generar un acceso directo para la impresión de la CURP,2017-05-25,1,1,Missing shortcut for printing CURP,Create a shortcut for printing CURP
10994,ISSSTE1722,ISSSTE-07-001,Sí,Sí,"El horario en el que​podemos sacar la cita y la disponibilidad del consultorio, ya que nunca te toca en donde realmente te corresponde.","La facilidad para poder sacar la cita, ya que hay veces que se tardan hasta un mes para tener oportunidad de obtener la cita. Sería mucho mejor que dieran las citas saliendo de consulta sin necesidad de que se batalle por internet ni por teléfono.",2017-05-25,0,0,"The schedule where we can get the quote and availability of the office, and you never really touches where you belong.","Easy to make the appointment, and that sometimes it takes up to a month to have a chance to get the appointment. It would be much better to give out appointments without consultation that Batalle online or by phone."
10995,SEMARNAT42,SEMARNAT-07-031,Sí,Sí,en cuestión de llenado del formato,Responder el teléfono que proporcionan para atención ya que el día de hoy 25 de mayo del 2017 he estado intentando comunicarme para aclarar dudas acerca de mi trámite y no he tenido éxito.,2017-05-25,1,0,in a matter of filling in the form,Answer the phone they provide for care because today 25 May 2017 I've been trying to communicate to answer questions about my process and have not been successful.
10996,SEP71,SEP-01-031-A,Sí,Sí,teléfono de la oficina donde se ha de realizar el trámite,"llevo desde Enero 2017, tratando de dar de alta mi cita. Siempre que coloco mi número de cédula profesional, el sistema marca error, y por ende te impide sacar cita. Desde enero pagué mi cédula y aún no logro tramitarla con ustedes.",2017-05-25,1,0,office phone where you must perform the procedure,"I led since January 2017 trying to enlist my appointment. Whenever I place my professional license number, the system dials mistake, and therefore prevents you make an appointment. Since January I paid my identity card and achievement not process it with you."
10997,SRE112,SRE-03-002,Sí,No,,"Seria mejor si funcionara la plataforma para generar citas mediante internet. 
No entiendpo porue lo ponen si no va a funcionar y el unico medio de programar citas es por telefono",2017-05-25,3,0,,"It would work better if the platform generated by internet dating.
Porue entiendpo not put it if it will not work and the only means of scheduling appointments by phone is"
10998,INM820,INM-03-009-D,No,Sí,Los pasos posteriores,La atención hacia los extranjeros,2017-05-25,1,1,The subsequent steps,Attention to foreigners
10999,ISSSTE516,ISSSTE-00-007-A,Sí,No,,"Realizar los cambios por medio de la WEB, con envios por parte del usuario de los archivos y asi evitar gastos de traslado a otro municipio.",2017-05-25,3,0,,"Make changes via the Web, with shipments from user files and avoid travel expenses to another municipality."
11000,INM795,INM-03-005-A,Sí,No,,Se puede mejorar en la lentitud con que se trabaja en Migracion Cancun Quintana Roo. No es posible que te dan una rezidencia temporal en 4 meses y esto presionar y ahora esperar un mes para que te dan unos requizitos para el permiso de trabajo. Falta eficiencia y actitud generosa en esta institucion. Gracias,2017-05-25,3,0,,You can improve on the slow working Cancun Quintana Roo migration. It is not possible to give you a temporary Rezidencia in 4 months and this pressure and now wait a month to get a requizitos for work permit. Lack efficiency and generous attitude towards this institution. Thank you
11001,ISSSTE813,ISSSTE-06-005-A,No,Sí,como crear usuario y contraseña. por favor.,"poner icono para crear usuario y contraseña.
Gracias.",2017-05-25,1,1,how to create user ID and password. please.,"put icon to create user ID and password.
Thank you."
11002,SRE117,SRE-03-006-A,Sí,Sí,Es difícil encontrar el formato de pago y confuso,Un botón representativo de ¨imprimir formato de pago¨,2017-05-25,0,1,It is hard to find and confusing payment format,A representative print button payment format
11003,SRE113,SRE-03-003,No,No,,hacer la cita por internet,2017-05-25,3,1,,make an appointment online
11004,SEP69,SEP-01-030-A,Sí,Sí,"FALTA EL TIEMPO DE ENTREGA DE LA CEDULA PROFESIONAL YA QUE AL ENTREGAR LA DOCUMENTACION EN LAS OFICINAS, ENTREGAN UN PAPEL QUE DICE 20 DIAS HABILES Y LLEVO MAS DE 90 DIAS HABILES Y AUN SIGUEN SIN INFORMAR NI DECIR CUANDO LA ENTREGARAN, SOLO DICEN QUE VA A LLEGAR UN CORREO ELECTRONICO","CAPACITAR AL PERSONAL QUE DA INFORMES EN CUANTO A NO SOLO DECIR REVISE SU CORREO O LA PAGINA SI NO EN VERDAD CAPACITARLO PARA APOYAR EN LA INFORMACION, YA QUE AL ENTREGAR LA DOCUMENTACION EN LAS OFICINAS, ENTREGAN UN PAPEL QUE DICE 20 DIAS HABILES Y LLEVO MAS DE 90 DIAS HABILES Y AUN SIGUEN SIN INFORMAR NI DECIR CUANDO LA ENTREGARAN, SOLO DICEN QUE VA A LLEGAR UN CORREO ELECTRONICO",2017-05-25,0,0,"MISSING TIME DELIVERY SCHEDULE PROFESSIONAL AS TO THE DELIVER THE DOCUMENTATION IN OFFICES, DELIVER A PAPER SAYS 20 DAYS AND TOOK MORE THAN 90 DAYS AND STILL REMAIN without informing SAY WHEN PROVIDED, JUST SAY WILL GET AN EMAIL","TRAIN STAFF GIVING REPORTS ON HOW NOT JUST SAY CHECK YOUR MAIL OR PAGE IF YOU REALLY enable him to SUPPORT IN THE INFORMATION, since delivering documentation OFFICES, DELIVER A PAPER SAYS 20 DAYS AND CARRY MORE FOR 90 DAYS AND INFORM OR EVEN rEMAIN WITHOUT SAYING WHEN PROVIDED, JUST SAY WILL GET AN EMAIL"
11005,COFEPRIS787,COFEPRIS-05-036,No,Sí,COMO TRAMITAR LA CITA,EL PORTAL DE TRAMITE EN LINEA NO SIRVE Y NO SE PUEDE LLEVAR A CABO. NO HAY INFORMACION PARA PODER AGENDAR LA CITA.,2017-05-26,1,0,HOW TO ARRANGE APPOINTMENT,PORTAL ONLINE NO MANS PROCESS AND CAN NOT CARRY OUT. NO information to schedule the appointment.
11006,SE2568,SE-09-064,Sí,No,,"su sistema pra desarrollar el tramite, tengo una semanay no he podido terminarlo porque no abre las paginas o muestra opciones diferentes cuando puedo entrar",2017-05-26,3,0,,"your system pra develop the process, I have a SEMANAY I could not finish it because it is not open pages or shows different options when I come"
