is_info_useful,missing_info,improvements,date,missing_info_es,improvements_es,missing_info_en,improvements_en,institution_name,institution_branch,institution_window
1,mencionan plazo maximo dias habiles dar respuesta,dar respuesta dentro plazo maximo dias habiles obliga,2017-03-31,mencionan plazo maximo dias habiles dar respuesta,dar respuesta dentro plazo maximo dias habiles obliga,mention within working days respond,respond within maximum period working days forces,SE,04,016
1,seala tramite gratuito baja california pagan derechos alrededor aprox,estableciendo si gratuito cada tramite federal estatal,2017-04-01,seala tramite gratuito baja california pagan derechos alrededor aprox,estableciendo si gratuito cada tramite federal estatal,notes procedure free baja california duties paid approx,establishing whether free every state federal state procedure,COFEPRIS,05,036
1,,pienso seria bueno atacar continente africa consumen demasiado maiz,2017-04-01,,pienso seria bueno atacar continente africa consumen demasiado maiz,,think would good attack continent africa consume much corn,SFP,04,001
1,,capacitar atiende modulos meses intentando corregir curp podido casi ir coahuila pedir correccion vivo tijuana hace aos,2017-04-01,,capacitar atiende modulos meses intentando corregir curp podido casi ir coahuila pedir correccion vivo tijuana hace aos,,attends training modules months trying correct curp failed almost go state coahuila request correction live tijuana years,SEGOB,05,005
0,gustaria vez hecho pago hagan mismo relaciones exteriores envien previo pago derechos documento oficial evitar dilaciones entrega documentos solicitados,enviando documentos paqueteria ahi den guia acudir documentos diferentes paqueterias,2017-04-01,gustaria vez hecho pago hagan mismo relaciones exteriores envien previo pago derechos documento oficial evitar dilaciones entrega documentos solicitados,enviando documentos paqueteria ahi den guia acudir documentos diferentes paqueterias,would like payment done external relations send rights upon payment official document avoid delays delivery requested documents,sending documents package hence give us guidance go documents different paqueterias,SEP,01,027
0,hagan mas sencilla clara captura datos personales solicitar duplicado cedula,hagan sistema captura mas eficiente sencillo,2017-04-01,hagan mas sencilla clara captura datos personales solicitar duplicado cedula,hagan sistema captura mas eficiente sencillo,make clear simple capture personal data request duplicate ballot,make capture system efficient simple,SEP,01,027
0,buenos dias problema puedo imprimir constancia interes llenar datos da opcion cerrar imprimir doy click imprimir aparece solicitud exitosa recuadros paso verificar datos paso descargar constancia doy click descarga puedo imprimirla si uds pudieran ayudar,pueden ayudar,2017-04-01,buenos dias problema puedo imprimir constancia interes llenar datos da opcion cerrar imprimir doy click imprimir aparece solicitud exitosa recuadros paso verificar datos paso descargar constancia doy click descarga puedo imprimirla si uds pudieran ayudar,pueden ayudar,good morning problem print record interest filling data gives option close print click print get application successful boxes step check data step download click record download anything print could help,help,FOVISSSTE,00,004
1,oportunidad trabajar uazunamuaz periodo aos trabajando uaz estudiando doctorado presenta enfermedad pierdo estudio general realizaba solicito ayuda mencionado pension,espero respuesta presenta,2017-04-01,oportunidad trabajar uazunamuaz periodo aos trabajando uaz estudiando doctorado presenta enfermedad pierdo estudio general realizaba solicito ayuda mencionado pension,espero respuesta presenta,opportunity work uazunamuaz period years working uaz studying phd presented illness lose study general everything performed mentioned request assistance pension,expect answer presented,ISSSTE,06,010
0,mucha,mucha,2017-04-01,mucha,mucha,lot,lot,SEP,09,005
1,caso baja responsable sanitario claro presentar aviso homoclave aplicar sitios menciona instructivo ademas baja debe quedar primer columna campo queda claro incluir nuevo responsable sanitario debera presentarse aviso completo simultaneamente solo hoja primer columna,presentar ejemplos todas alternativas incluso videos ( youtube,2017-04-01,caso baja responsable sanitario claro presentar aviso homoclave aplicar sitios menciona instructivo ademas baja debe quedar primer columna campo queda claro incluir nuevo responsable sanitario debera presentarse aviso completo simultaneamente solo hoja primer columna,presentar ejemplos todas alternativas incluso videos ( youtube,case low health officer clear file notice homoclave apply places mentioned instructive addition low first column field unclear include new head health full notice must submitted simultaneously sheet first column,present examples alternatives even videos ( youtube,COFEPRIS,05,036
1,supongo igual paises patrocinar conyuge podran agregar informacion salario minimo qque requiere poder patrocinar,demas informacion util,2017-04-01,supongo igual paises patrocinar conyuge podran agregar informacion salario minimo qque requiere poder patrocinar,demas informacion util,guess countries sponsor spouse add information minimum wage qque required sponsor,information useful,INM,03,013
1,,hacer pagina funcione,2017-04-01,,hacer pagina funcione,,make page work,IMSS,02,001
0,deben notificar portal funcional permite restar isr total ingreso tampoco permite sellar factura finalizar,deben corregir software actualizacion portal permite agregar isr calculo total ingreso teniamos problema realizarlo manera puedo realizar facturas forma gratuita,2017-04-01,deben notificar portal funcional permite restar isr total ingreso tampoco permite sellar factura finalizar,deben corregir software actualizacion portal permite agregar isr calculo total ingreso teniamos problema realizarlo manera puedo realizar facturas forma gratuita,must notify site functional allow subtract income tax total income seal allow bill end,software must corrected update portal allows add isr calculate total income problem else make invoices free,SAT,07,009
1,puede pagar,formas pago si sucursales bancarias cuales,2017-04-01,puede pagar,formas pago si sucursales bancarias cuales,pay,payment bank branches ones,INM,03,009
1,hace pago pasaporte,dime pago pasaporte,2017-04-01,hace pago pasaporte,dime pago pasaporte,payment passport made,tell pay passport,SRE,03,007
1,,pido favor informen trabajadores documentacion requerida esposo estan pidiendo retencion vivienda expedida instituto trabajo stc metro oficinas encuentran tlanepantla viernes marzo stc metro saben refieren pues dicen primera vez solicitan,2017-04-02,,pido favor informen trabajadores documentacion requerida esposo estan pidiendo retencion vivienda expedida instituto trabajo stc metro oficinas encuentran tlanepantla viernes marzo stc metro saben refieren pues dicen primera vez solicitan,,ask please inform workers documentation required since husband asking retention housing issued institute work stc meter offices located tlalnepantla friday march stc metro know referred say first time requested,FOVISSSTE,00,011
0,dificil acceder convocatorias imposible,hagan mas facil acceso sisitema registro,2017-04-02,dificil acceder convocatorias imposible,hagan mas facil acceso sisitema registro,difficult access calls impossible,hagan easier access sisitema registration,APBP,00,002
1,requisitos renovar pasaporte vencido exterior especificar caso ser mismos renovacion normal,update the link encontrar requisitos tramite confirmacion cita,2017-04-02,requisitos renovar pasaporte vencido exterior especificar caso ser mismos renovacion normal,update the link encontrar requisitos tramite confirmacion cita,requirements renew expired passport abroad specify normal renewal,update link find formality requirements appointment confirmation,SRE,01,020
0,lista contactos especialista issste lleven mano tramites tramites sencillos subdelegaciones burocraticas personas asesoran vista completa procedimiento invalidez tendrian considerar enfermo dificil contar familiar tiempo dar tanta vuelta ventanilla ventanilla,tener asesoria altamente especializada ayude realmente trabajador enfermo familia lamentable dejar darle tramite imposibilidad fisica mental recursos gestionar ventanillas tan burocraticas formar personal areas recursos humanos dependencias entidades,2017-04-02,lista contactos especialista issste lleven mano tramites tramites sencillos subdelegaciones burocraticas personas asesoran vista completa procedimiento invalidez tendrian considerar enfermo dificil contar familiar tiempo dar tanta vuelta ventanilla ventanilla,tener asesoria altamente especializada ayude realmente trabajador enfermo familia lamentable dejar darle tramite imposibilidad fisica mental recursos gestionar ventanillas tan burocraticas formar personal areas recursos humanos dependencias entidades,contact specialist issste hand paperwork procedures simple subdelegations bureaucratic people advise full view invalidity procedure would consider one patient difficult family member much time turn window window,highly specialized counseling help really sick worker family unfortunate stop giving processed physical impossibility mental resources manage bureaucratic windows train personnel areas human resources agencies,ISSSTE,06,001
1,,hacer tramite acualizacion datos parece innecesario tener acudir departamento vivienda catualizar datos pueden actualizar perferctamente portal internet ( burocratico retrasar tramites sat,2017-04-02,,hacer tramite acualizacion datos parece innecesario tener acudir departamento vivienda catualizar datos pueden actualizar perferctamente portal internet ( burocratico retrasar tramites sat,,making acualizacion step data seems unnecessary go department housing catualizar data updated perferctamente website ( bureaucratic delay proceedings sat,FOVISSSTE,00,004
1,solicitar cita becario extranjero conacyt,becario deberia acceder cita internet via telefonica,2017-04-02,solicitar cita becario extranjero conacyt,becario deberia acceder cita internet via telefonica,make appointment foreign fellow conacyt,trainee access appointment online telephone,ISSSTE,07,001
1,dice realizar pago,pueda hacer cita linea,2017-04-03,dice realizar pago,pueda hacer cita linea,say pay,make appointment online,SRE,03,003
1,,palabra presencial boton liga servicios administracion tributaria,2017-04-03,,palabra presencial boton liga servicios administracion tributaria,,word presencial button linked tax administration service,SAT,03,017
1,incluir link generar cita,mas rapida pagina agendar citas disponibilidad,2017-04-03,incluir link generar cita,mas rapida pagina agendar citas disponibilidad,include link generate quote,faster page schedule appointments availability,SEP,01,030
1,telefonos cpostos especificios dependiendo localidad,mas informacion si puedo viajar europa semanas si pasaporte vence agosto viaje mayo,2017-04-03,telefonos cpostos especificios dependiendo localidad,mas informacion si puedo viajar europa semanas si pasaporte vence agosto viaje mayo,especificios cpostos depending phones location,information travel europe two weeks passport expires august trip may,SRE,03,003
1,,lenguaje utilizado forma llegar informacion especifica cada tramite nuy escondida clara ademas forma burocratizada necesidad repetir basta aclarar lunes viernes tal hora tal hora bla bla bla,2017-04-03,,lenguaje utilizado forma llegar informacion especifica cada tramite nuy escondida clara ademas forma burocratizada necesidad repetir basta aclarar lunes viernes tal hora tal hora bla bla bla,,language way get specific information procedure hidden nuy unclear also bureaucratized form need repeat simply rinse monday friday time hour bla bla bla,SRE,03,003
1,,deberia poder hacer tramite online adjuntando documentos probatorios asi hacer correcciones basicas curp domicilio etc,2017-04-03,,deberia poder hacer tramite online adjuntando documentos probatorios asi hacer correcciones basicas curp domicilio etc,,able use online application attaching supporting documents thus make basic corrections like curp address etc,ISSSTE,00,007
1,telefonos juntas reclutamiento funcionamiento,tramite inexistencia cartilla militar lugar nacimiento pueda realizar linea firme electronicamente asi evitar problematica tener ir ciudad origen caso aos nunca vuelto ciudad natal familiares ahi enviaron correo electronico documento junta reclutamiento acepta asi quiere original defecto reclutamiento cada municipio pudiera tener firma electronica evitar problematica antemano gracias,2017-04-03,telefonos juntas reclutamiento funcionamiento,tramite inexistencia cartilla militar lugar nacimiento pueda realizar linea firme electronicamente asi evitar problematica tener ir ciudad origen caso aos nunca vuelto ciudad natal familiares ahi enviaron correo electronico documento junta reclutamiento acepta asi quiere original defecto reclutamiento cada municipio pudiera tener firma electronica evitar problematica antemano gracias,telephone directories draft boards running,process military record birth place made online signed electronically order avoid problem go city origin case since years never hometown family emailed document draft board accept well wants original failing recruitment municipality could electronic signature avoid problem thanks advance,SEDENA,01,007
1,,deberian tener base datos indique status cada persona solicita cartilla fecha otorgaran,2017-04-03,,deberian tener base datos indique status cada persona solicita cartilla fecha otorgaran,,database indicates status person requesting primer date granted,SEDENA,01,007
1,especificar medidas construccion polvorines paginas oficiales dan datos mejor brinde oficial,contacto telefonico funciona manjea inexistente extension,2017-04-03,especificar medidas construccion polvorines paginas oficiales dan datos mejor brinde oficial,contacto telefonico funciona manjea inexistente extension,specify measures construction polvorines since unofficial pages give data better provided officer,telephone contact work nonexistent manjea extension,SEDENA,02,015
0,procedimiento saber instituciones registrados numero celular imprimir acuse,tramite internet arroje intituciones registrados numeros celular caso tener varios solo imprimir acuse,2017-04-03,procedimiento saber instituciones registrados numero celular imprimir acuse,tramite internet arroje intituciones registrados numeros celular caso tener varios solo imprimir acuse,procedure know institutions registered phone number acknowledgment print,process internet throw intituciones registered cellular numbers one several print acknowledgment,PROFECO,00,017
0,viene opcion citas cedula profesional,hacer mas amigable pagina opcion citas,2017-04-03,viene opcion citas cedula profesional,hacer mas amigable pagina opcion citas,appointment option professional certificate,make friendly page option appointments,SEP,01,030
1,realice cita informo menores edad solicita constancia medica,corregir informacion mas actual dia hoy perdi tiempo debido sabia tenia presentar constancia medica hijo final cuentas entiendo requiere contancia medica solo mas burocracia perdida tiempo,2017-04-03,realice cita informo menores edad solicita constancia medica,corregir informacion mas actual dia hoy perdi tiempo debido sabia tenia presentar constancia medica hijo final cuentas entiendo requiere contancia medica solo mas burocracia perdida tiempo,quote reported minors medical certification requested,correct current information day wasted time know submit medical record son end day understand medical contancia required bureaucracy wasted time,SRE,03,006
1,anteriormente habia triptico sealaba preguntas mas frecuentes informacion manera condensada rapida revision dentro venia actualizar lau solo necesario llenar apartados ii iv atm residuos peligrosos ahora viene informacion actualizar lau si equipo emisiones atm nuevo entregar practico,poner datos actualizar lau solo actualizar equipos sustancias,2017-04-03,anteriormente habia triptico sealaba preguntas mas frecuentes informacion manera condensada rapida revision dentro venia actualizar lau solo necesario llenar apartados ii iv atm residuos peligrosos ahora viene informacion actualizar lau si equipo emisiones atm nuevo entregar practico,poner datos actualizar lau solo actualizar equipos sustancias,previously frequent triptych pointed questions information condensed form quick review within came update lau necessary fill sections ii iv atm hazardous waste information update lau emissions team new atm deliver everything practical,putting data update lau updating equipment substances,SEMARNAT,05,002
0,tramites necesarios personas tercera edad,verdad contenga informacion necesaria tramite contesten lineas telefonicas dependencia,2017-04-03,tramites necesarios personas tercera edad,verdad contenga informacion necesaria tramite contesten lineas telefonicas dependencia,people formalities necessary elderly,really contains information necessary processing answer telephone lines dependence,FOVISSSTE,00,006
1,municipio pueden agregar teclado,poner teclado municipio,2017-04-03,municipio pueden agregar teclado,poner teclado municipio,state municipality added keyboard,put keyboard state municipality,SEGOB,05,004
1,consulta via internet solo oficinas,informacion consulta via internet,2017-04-03,consulta via internet solo oficinas,informacion consulta via internet,internet consultation offices,information consultation via internet,ISSSTE,00,008
1,ardelio vargas fosado comisionado instituto nacional migracion com gral seguismundo doguin garay director general coordinacion delegaciones lic mario madrazo ubach director general control verificacion migratoria maria fernanda garcia villalobos haddad directora general regulacion archivo migratorio presente conducto dirijo usted intencion hacer llegar informacion caracter relevante hizo diversas denuncias anonimas seguridad suscribimos documento manera extraa ahora saben nombres denunciantes denuncias narco menudeo trata personas venta droga lugares publicos semanadel marzo abril llegaron varios domicilios calle san pedro pinos casi esquina patriotismo denuncias anonimas hicimos investigando nombres direcciones gente nacionalidad colombiana dijo llamarse paty gonzalez llego hombres altamente armados asi armados forma violenta domicilios esperaron decirnos estabamos ubicados familias iban romper madre gonorrea ignorando significa solo tenian mensaje dice llamarse yetziry madelein echeverry revetty hermana pronto regresaria mexico ajustar cuentas cada denunciaron habia gente colombiana venezolana mexico atender asunto gente tepito cuidando casas ademas levantarian colombiana nombre paty gonzalez dijo podian hacer contaban grupo narcotraficantes hacian querian ademas gozar proteccion segun gobierno ciudad mexico dueo pagina tenia comprados dicha pagina prostitutas llama zona divas ademas ser putas contaban apoyo policias ciudad asi federales recibian dinero proteccion tan asi hacer denuncias dice llamarse yetziry madelein echeverry revetty vio llegar diferentes autos hizo saber vender droga dedicarse prostitucion ahora vemos amenazados colonia grupo extranjeros delincuentes colombianos venezolanos domicilios particulares chica junto banda zona divas pagina prostitucion abierta quieren venir pais matar secuestrar extorsionar prostituirse etc bajo amenaza si volviamos abrir boca iban matar eramos hijos puta demasiado berracos tenian miedo nadie final contaban gente gobierno protegiera queriendo controlar parte ciudad mexico dia hoy nunca hizo detencion alguna pesar dio direccion hermana tal paty gonzalez origen colombiano hizo llamar jefa contaba personas cuidado cada denunciamos llegara tal yetziry madelein dejar claro mandaba ademas ser tan berraca junto chicas llego unas gonorreas saber significa aqui adelante zona san pedro pinos napoles tenian perfectamente controladas ello hacemos llamado h comisionado nacional migracion lic ardelio vargas existe temor fundado tomen represalias familias vecinos cambiado casa miedo ser asesinados despues vivir toda vidas abuelos padres ahora hijos migrar lugar miedo maten esperamos investigue permita entrada persona hermana personas viene demasiadas peligro sociedad venezuela sufre crisis enorme aspectos personas introducen pais efectivamente delincuentes alto poder asi gente origen colombiano ahora quieren controlar pais punta pistola amenazas esperando favor contar apoyo agradecemos finas atenciones alejandro samuel medina arturo graduo luis olmos andrea hernandez jimena cortes ccp universal ccp grupo milenio ccp jornada ccp excelsior,colombianos venezolanos adueandose calles droga prostitucion trata personas,2017-04-03,ardelio vargas fosado comisionado instituto nacional migracion com gral seguismundo doguin garay director general coordinacion delegaciones lic mario madrazo ubach director general control verificacion migratoria maria fernanda garcia villalobos haddad directora general regulacion archivo migratorio presente conducto dirijo usted intencion hacer llegar informacion caracter relevante hizo diversas denuncias anonimas seguridad suscribimos documento manera extraa ahora saben nombres denunciantes denuncias narco menudeo trata personas venta droga lugares publicos semanadel marzo abril llegaron varios domicilios calle san pedro pinos casi esquina patriotismo denuncias anonimas hicimos investigando nombres direcciones gente nacionalidad colombiana dijo llamarse paty gonzalez llego hombres altamente armados asi armados forma violenta domicilios esperaron decirnos estabamos ubicados familias iban romper madre gonorrea ignorando significa solo tenian mensaje dice llamarse yetziry madelein echeverry revetty hermana pronto regresaria mexico ajustar cuentas cada denunciaron habia gente colombiana venezolana mexico atender asunto gente tepito cuidando casas ademas levantarian colombiana nombre paty gonzalez dijo podian hacer contaban grupo narcotraficantes hacian querian ademas gozar proteccion segun gobierno ciudad mexico dueo pagina tenia comprados dicha pagina prostitutas llama zona divas ademas ser putas contaban apoyo policias ciudad asi federales recibian dinero proteccion tan asi hacer denuncias dice llamarse yetziry madelein echeverry revetty vio llegar diferentes autos hizo saber vender droga dedicarse prostitucion ahora vemos amenazados colonia grupo extranjeros delincuentes colombianos venezolanos domicilios particulares chica junto banda zona divas pagina prostitucion abierta quieren venir pais matar secuestrar extorsionar prostituirse etc bajo amenaza si volviamos abrir boca iban matar eramos hijos puta demasiado berracos tenian miedo nadie final contaban gente gobierno protegiera queriendo controlar parte ciudad mexico dia hoy nunca hizo detencion alguna pesar dio direccion hermana tal paty gonzalez origen colombiano hizo llamar jefa contaba personas cuidado cada denunciamos llegara tal yetziry madelein dejar claro mandaba ademas ser tan berraca junto chicas llego unas gonorreas saber significa aqui adelante zona san pedro pinos napoles tenian perfectamente controladas ello hacemos llamado h comisionado nacional migracion lic ardelio vargas existe temor fundado tomen represalias familias vecinos cambiado casa miedo ser asesinados despues vivir toda vidas abuelos padres ahora hijos migrar lugar miedo maten esperamos investigue permita entrada persona hermana personas viene demasiadas peligro sociedad venezuela sufre crisis enorme aspectos personas introducen pais efectivamente delincuentes alto poder asi gente origen colombiano ahora quieren controlar pais punta pistola amenazas esperando favor contar apoyo agradecemos finas atenciones alejandro samuel medina arturo graduo luis olmos andrea hernandez jimena cortes ccp universal ccp grupo milenio ccp jornada ccp excelsior,colombianos venezolanos adueandose calles droga prostitucion trata personas,ardelio vargas fosado commissioner national migration institute com gral seguismundo doguin garay director general coordination delegations lic mario madrazo ubach director general immigration control verification maria fernanda garcia villalobos haddad director general regulation file migration present hereby writing intent get information relevant made diverse whistleblower safety us signed document strange know names plaintiffs complaints narco retail trafficking selling drugs public places semanadel march april came several homes street rd san pedro pines near corner patriotism anonymous allegations names addresses investigating people colombian nationality gave name paty gonzalez came men heavily armed armed violent homes waited us tell us placed families les would break mother gonorrhea ignoring means message la calling yetziry madelein echeverry revetty sister would soon return mexico adjust accounts reported already people colombian venezuelan mexico attend matter people tepito caring homes besides arise one one colombian name paty gonzalez said les could anything drug gang wanted indulge protection government mexico city owner page purchased page zone called prostitutas divas addition putas police support city well federal received money protecting making complaints says called yetziry madelein echeverry revetty seen get different cars know sell drugs engage prostitution see threat cologne group foreigners criminals like colombian venezuelan nursing homes girl area prostitution page divas open band come country wants kill kidnapping extorting prostitutes etc threat returning open mouth going kill bastards berracos fear anyone end people government protect wanting control part city mexico today detention never made although gave direction sister paty gonzalez colombian origin became calling chief already people caring denounce yetziry madelein make clear boss addition berraca girls came gonorrhoeae knowing means hereafter area san pedro pines naples perfectly controlled call national commissioner migration h lic ardelio vargas founded fear retaliating families neighbors changed home fear killed living lives grandparents parents children migrate another place fear kill hope investigate allowed entry person sister people coming many danger society crisis venezuela suffers huge aspects people entering country actually offenders high power people colombian origin want controlling country threats gunpoint hoping please support appreciate kindness alejandro samuel medina arturo graduo luis olmos andrea hernandez cortes jimena ccp universal ccp group millennium ccp day ccp excelsior,colombian venezuelan appropriating streets drug prostitution trafficking,SFP,04,001
0,presentar clasificacion cursos nombres,mencionen nombre cursos ofrecen,2017-04-03,presentar clasificacion cursos nombres,mencionen nombre cursos ofrecen,present classification courses names,mentioning name courses offer,IMSS,04,001
1,,denle publicidad apoyos planes apoyo gente empiese conocerlos aprovechar apoyos mejore calidad vida gente,2017-04-03,,denle publicidad apoyos planes apoyo gente empiese conocerlos aprovechar apoyos mejore calidad vida gente,,give advertising support support schemes people know take advantage empiese support improve quality life people,SEDESOL,20,001
1,ardelio vargas fosado comisionado instituto nacional migracion com gral seguismundo doguin garay director general coordinacion delegaciones lic mario madrazo ubach director general control verificacion migratoria maria fernanda garcia villalobos haddad directora general regulacion archivo migratorio presente conducto dirijo usted intencion hacer llegar informacion caracter relevante hizo diversas denuncias anonimas seguridad suscribimos documento manera extraa ahora saben nombres denunciantes denuncias narco menudeo trata personas venta droga lugares publicos semanadel marzo abril llegaron varios domicilios calle san pedro pinos casi esquina patriotismo denuncias anonimas hicimos investigando nombres direcciones gente nacionalidad colombiana dijo llamarse paty gonzalez llego hombres altamente armados asi armados forma violenta domicilios esperaron decirnos estabamos ubicados familias iban romper madre gonorrea ignorando significa solo tenian mensaje dice llamarse yetziry madelein echeverry revetty hermana pronto regresaria mexico ajustar cuentas cada denunciaron habia gente colombiana venezolana mexico atender asunto gente tepito cuidando casas ademas levantarian colombiana nombre paty gonzalez dijo podian hacer contaban grupo narcotraficantes hacian querian ademas gozar proteccion segun gobierno ciudad mexico dueo pagina tenia comprados dicha pagina prostitutas llama zona divas ademas ser putas contaban apoyo policias ciudad asi federales recibian dinero proteccion tan asi hacer denuncias dice llamarse yetziry madelein echeverry revetty vio llegar diferentes autos hizo saber vender droga dedicarse prostitucion ahora vemos amenazados colonia grupo extranjeros delincuentes colombianos venezolanos domicilios particulares chica junto banda zona divas pagina prostitucion abierta quieren venir pais matar secuestrar extorsionar prostituirse etc bajo amenaza si volviamos abrir boca iban matar eramos hijos puta demasiado berracos tenian miedo nadie final contaban gente gobierno protegiera queriendo controlar parte ciudad mexico dia hoy nunca hizo detencion alguna pesar dio direccion hermana tal paty gonzalez origen colombiano hizo llamar jefa contaba personas cuidado cada denunciamos llegara tal yetziry madelein dejar claro mandaba ademas ser tan berraca junto chicas llego unas gonorreas saber significa aqui adelante zona san pedro pinos napoles tenian perfectamente controladas ello hacemos llamado h comisionado nacional migracion lic ardelio vargas existe temor fundado tomen represalias familias vecinos cambiado casa miedo ser asesinados despues vivir toda vidas abuelos padres ahora hijos migrar lugar miedo maten esperamos investigue permita entrada persona hermana personas viene demasiadas peligro sociedad venezuela sufre crisis enorme aspectos personas introducen pais efectivamente delincuentes alto poder asi gente origen colombiano ahora quieren controlar pais punta pistola amenazas esperando favor contar apoyo agradecemos finas atenciones alejandro samuel medina arturo graduo luis olmos andrea hernandez jimena cortes ccp universal ccp grupo milenio ccp jornada ccp excelsior,proteger pais personas delincuentes colombianos venezolanos podemos generalizar existe delincuencia organizada mexico clase personas,2017-04-03,ardelio vargas fosado comisionado instituto nacional migracion com gral seguismundo doguin garay director general coordinacion delegaciones lic mario madrazo ubach director general control verificacion migratoria maria fernanda garcia villalobos haddad directora general regulacion archivo migratorio presente conducto dirijo usted intencion hacer llegar informacion caracter relevante hizo diversas denuncias anonimas seguridad suscribimos documento manera extraa ahora saben nombres denunciantes denuncias narco menudeo trata personas venta droga lugares publicos semanadel marzo abril llegaron varios domicilios calle san pedro pinos casi esquina patriotismo denuncias anonimas hicimos investigando nombres direcciones gente nacionalidad colombiana dijo llamarse paty gonzalez llego hombres altamente armados asi armados forma violenta domicilios esperaron decirnos estabamos ubicados familias iban romper madre gonorrea ignorando significa solo tenian mensaje dice llamarse yetziry madelein echeverry revetty hermana pronto regresaria mexico ajustar cuentas cada denunciaron habia gente colombiana venezolana mexico atender asunto gente tepito cuidando casas ademas levantarian colombiana nombre paty gonzalez dijo podian hacer contaban grupo narcotraficantes hacian querian ademas gozar proteccion segun gobierno ciudad mexico dueo pagina tenia comprados dicha pagina prostitutas llama zona divas ademas ser putas contaban apoyo policias ciudad asi federales recibian dinero proteccion tan asi hacer denuncias dice llamarse yetziry madelein echeverry revetty vio llegar diferentes autos hizo saber vender droga dedicarse prostitucion ahora vemos amenazados colonia grupo extranjeros delincuentes colombianos venezolanos domicilios particulares chica junto banda zona divas pagina prostitucion abierta quieren venir pais matar secuestrar extorsionar prostituirse etc bajo amenaza si volviamos abrir boca iban matar eramos hijos puta demasiado berracos tenian miedo nadie final contaban gente gobierno protegiera queriendo controlar parte ciudad mexico dia hoy nunca hizo detencion alguna pesar dio direccion hermana tal paty gonzalez origen colombiano hizo llamar jefa contaba personas cuidado cada denunciamos llegara tal yetziry madelein dejar claro mandaba ademas ser tan berraca junto chicas llego unas gonorreas saber significa aqui adelante zona san pedro pinos napoles tenian perfectamente controladas ello hacemos llamado h comisionado nacional migracion lic ardelio vargas existe temor fundado tomen represalias familias vecinos cambiado casa miedo ser asesinados despues vivir toda vidas abuelos padres ahora hijos migrar lugar miedo maten esperamos investigue permita entrada persona hermana personas viene demasiadas peligro sociedad venezuela sufre crisis enorme aspectos personas introducen pais efectivamente delincuentes alto poder asi gente origen colombiano ahora quieren controlar pais punta pistola amenazas esperando favor contar apoyo agradecemos finas atenciones alejandro samuel medina arturo graduo luis olmos andrea hernandez jimena cortes ccp universal ccp grupo milenio ccp jornada ccp excelsior,proteger pais personas delincuentes colombianos venezolanos podemos generalizar existe delincuencia organizada mexico clase personas,ardelio vargas fosado commissioner national migration institute com gral seguismundo doguin garay director general coordination delegations lic mario madrazo ubach director general immigration control verification maria fernanda garcia villalobos haddad director general regulation file migration present hereby writing intent get information relevant made diverse whistleblower safety us signed document strange know names plaintiffs complaints narco retail trafficking selling drugs public places semanadel march april came several homes street rd san pedro pines near corner patriotism anonymous allegations names addresses investigating people colombian nationality gave name paty gonzalez came men heavily armed armed violent homes waited us tell us placed families les would break mother gonorrhea ignoring means message la calling yetziry madelein echeverry revetty sister would soon return mexico adjust accounts reported already people colombian venezuelan mexico attend matter people tepito caring homes besides arise one one colombian name paty gonzalez said les could anything drug gang wanted indulge protection government mexico city owner page purchased page zone called prostitutas divas addition putas police support city well federal received money protecting making complaints says called yetziry madelein echeverry revetty seen get different cars know sell drugs engage prostitution see threat cologne group foreigners criminals like colombian venezuelan nursing homes girl area prostitution page divas open band come country wants kill kidnapping extorting prostitutes etc threat returning open mouth going kill bastards berracos fear anyone end people government protect wanting control part city mexico today detention never made although gave direction sister paty gonzalez colombian origin became calling chief already people caring denounce yetziry madelein make clear boss addition berraca girls came gonorrhoeae knowing means hereafter area san pedro pines naples perfectly controlled call national commissioner migration h lic ardelio vargas founded fear retaliating families neighbors changed home fear killed living lives grandparents parents children migrate another place fear kill hope investigate allowed entry person sister people coming many danger society crisis venezuela suffers huge aspects people entering country actually offenders high power people colombian origin want controlling country threats gunpoint hoping please support appreciate kindness alejandro samuel medina arturo graduo luis olmos andrea hernandez cortes jimena ccp universal ccp group millennium ccp day ccp excelsior,country protecting people criminals colombians venezuelans generalize organized crime mexico kind people,SFP,04,001
0,hacer tramites internet portal permite accesar constancia interes real pagado si podia ningun contratiempo,mejoraron,2017-04-03,hacer tramites internet portal permite accesar constancia interes real pagado si podia ningun contratiempo,mejoraron,make arrangements online portal allow access constancia real interest paid could without hitch,improve anything,FOVISSSTE,00,004
1,puede ingresar firma digital cceder portal digital,forma ingresar portal,2017-04-03,puede ingresar firma digital cceder portal digital,forma ingresar portal,unable enter digital signature portal digital cceder,enter portal,IMSS,02,066
0,faltan,tramite podria hacer linea mas facil rapido finalmente gratuito,2017-04-03,faltan,tramite podria hacer linea mas facil rapido finalmente gratuito,missing states,step line could made easier faster finally free,SEGOB,05,005
1,,claro,2017-04-03,,claro,,everything clear,CNPSS,00,001
1,descargar imprimir constancia intereses reales ver descarga dice solo numero atencion puedo ver descarga menos imprimirla,pueden decir algun numero telefonico ver problema,2017-04-03,descargar imprimir constancia intereses reales ver descarga dice solo numero atencion puedo ver descarga menos imprimirla,pueden decir algun numero telefonico ver problema,download print actual consistency interest see download says number attention see download much less printing,tell phone number see problem,SFP,04,001
