Encuesta,Ficha,Homoclave,1.1 ¿Te parece útil esta información?,1.2 ¿Consideras que falta información?,1.3 ¿Qué información crees que falta?,1.4 ¿Qué podemos mejorar?,Fecha
9310,SCT1105,SCT-03-032,Sí,Sí,No volver  a realizar el tramite de nuevo de forma presencial ya que lo realice por internet y no respetan el tramite en el lugar donde se va recoger la licencia y aparte no se pagan $117 cobran $269,El modo para recoger la licencia en  y que no te hagan realizar de nuevo el tramite de forma presencial en el DAF que seleccionaste,2017-03-02
9311,SEP67,SEP-01-027-A,Sí,Sí,El teléfono o liga para solicitar la cita,"La liga para el tramite en línea , no se puede utilizar ya que no despliega los campos a capturar.

Gracias y Saludos",2017-03-02
9312,ISSSTE569,ISSSTE-05-006-C,Sí,Sí,"EN LA CLINICA ISSSTE NARVARTE, ME PIDIERON UN ACTA DE BARANDILLA, PARA DAR DE ALTA A MI MAMÁ. LA CUAL AQUI NO MENCIONAN, ADEMAS HACEN MAS  COMLICADAS LAS COSAS, COMO TRABAJADOR NO TENGO TIEMPO DE HACER TRAMITES ASI.",HACER MAS FACIL EL REGISTRO DE DERECHOHABIENTES.,2017-03-02
9313,SEP69,SEP-01-030-A,No,Sí,deberian tener mas días habiles para hacer cita!!!,el sistema de citas para tramitar cédula,2017-03-02
9314,ISSSTE615,FOVISSSTE-00-004,Sí,No,,"Que en años anteriores el trámite era más sencillo ya que se podía descargar la constancia a través del portal de internet, lo cual evita perder tiempo en  trasladarse para acudir a las oficinas y hacer filas para efectuar dicho trámite.",2017-03-02
9315,IMSS208,IMSS-02-066-O,Sí,Sí,"COMO UBICO EN QUE DELEGACION PUEDO REALIZAR EL TRAMITE, SI SOY DE UN MUNICIPIO DEL ESTADO DE YUCATAN",YA HAYA UNA VENTANA DONDE INDIQUE EN QUE DELEGACION PUEDO REALIZAR EL TRAMITE,2017-03-02
9316,RAN1415,SEDATU-04-020,Sí,No,,Liga directa a formato de pago con el monto aprobado para el año fiscal,2017-03-02
9317,CNSF3269,CNSF-00-004,Sí,Sí,"Más bien sobra. No puedo conseguir la ""póliza e seguro"" ni ningún documento relacionado, por que simplemente me están cargando a mi tarjeta de crédito un seguro que JAMÁS SOLICITÉ. Ni siquiera por error en llamada telefónica. Simplemente jamás lo pedí.","Que permitan denuncias serias por internet. No todos tenemos tiempo para acudir a las oficinas de CONDUSEF. 

Somos muchísimos los defraudados. En mi caso, en mi estado de cuenta viene el RFC del tramposo (que además parece ser persona física): LOSM760331CP5 

Me imagino que hasta miedo les ha de dar recibir quejas por internet, pero anímense, al principio serán millones, pero van a disminuir bastante rápido; sobre todo cuando los tramposos vean que hay consecuencias...

Échenle un ojito a este blog: https://sectorgawed.com.mx/2013/06/19/como-cancelar-asistencia-familiar-posible-fraude-de-mapfre-usando-a-banamex/",2017-03-02
9318,ISSSTE617,FOVISSSTE-00-005-A,Sí,Sí,horarios de atencion y un numero de telefono para confirmar ubicacion y servicios.,"un medio directo de informacion chat en linea seria muy bueno,hay que mejor con la tecnologia y actualizarse en la misma.",2017-03-02
9319,RAN1415,SEDATU-04-020,Sí,Sí,"agradeciendo de antemano esta oportunidad, solicito el tramite  de registro de traslado de Derechos Agrarios por muerte del titular, tengo entendido de que es en el RAN la dirección que tengo es la de Col. Ampliación Asturias ¿es ahí en donde se hacen todos los tramites? con los formatos que se descargan del portal.  mi dirección es en la Delegación Iztapalapa Col. Leyes de Reforma tercera sección, c. p. 09310.
Agradeciendo de antemano por su atención muchas gracias.","Porque no mejor tener una sucursal en cada Delegación, en el cual se tengan todos los tramites por hacer, y que tal si hace como esta haciendo la tesorería de que en cada plaza en donde se concentran varios centros comerciales, como plaza oriente plaza de abastos y en todas las plazas que hay, tanto en la ciudad de méxico así como en todos los estados  del interior de la cdmx, creo yo de que se podrían agilizar los tramites así, como los pagos ¿ en que bancos se hacen los pagos del RAN.",2017-03-02
9320,IMSS153,IMSS-01-006-A,Sí,Sí,NO PUDE IMPRIMIR EL CERTIFICADO MEDICO Y NI ESTE NI LA SOLICITUD LLEGARON A MI CORREO,QUE SE PUEDA EDITAR LA SOLICITUD,2017-03-02
9321,SRE117,SRE-03-006-A,Sí,No,,"Para poder realizar mejor este trámite, el usuario deberá tener la opcion de agendar su cita por sí mismo por internet;  admás de tener la opción del call center para las personas que no tengan acceso a internet o no sepan usar la computadora.
También el sistema debe ser en tiempo real, tal vez con un delay de 10 minutos pero no mas. Para encontrar la MEJOR FECHA a la MEJOR HORA, en el MEJOR LUGAR DE CONVENIENCIA para el usuario. (en ese orden deberá ser la busqueda de las opciones)
Quitar la opción en la pólitica de cancelación de 24 a 48 hras y que se aplique a tiempo real. (10 minutos a lo mas)
Con esto se reducirán los tiempos muertos o las citas perdidas, con la opción de que alguien en la fila de SIN CITAS pueda ocupar ese espacio de quien faltó a su cita, JALANDO el num de folio del usuario que requiere atención inmediata.",2017-03-02
9322,SRE2869,SRE-03-010,No,Sí,Mucha,Que las resinas sean más amables y te den la información correcta y no te hagan dar muchas vueltas,2017-03-02
9323,SCT1100,SCT-03-028-A,Sí,Sí,"saber los costos de la constancia de aptitud y del certificado de capacitación, ademas de cual es el tiempo estimado del curso, saber si uno elije los horarios, y finalmente en que horario puedo acudir a realizar el tramite,todo esto para las personas que trabajamos es fundamental para organizarnos .",hacer citas via internet o telefonicas,2017-03-02
9324,SRE113,SRE-03-003,Sí,Sí,Las fechas antes de vencer el pasaporte que uno lo puede renovar. Gracias,Yo quiero renovar mi pasaporte  que  se vence a principios  de junio. Ya tenía mi cita y me dijeron que  gaste tenerlo vencidoTeniendo una persona enferma en mexico no se cuando  lo voy a necesitar Gracias. Correo. chatachata123@yahoo.com,2017-03-02
9325,SRE113,SRE-03-003,Sí,Sí,Las fechas antes de vencer el pasaporte que uno lo puede renovar. Gracias,Yo quiero renovar mi pasaporte  que  se vence a principios  de junio. Ya tenía mi cita y me dijeron que  gaste tenerlo vencidoTeniendo una persona enferma en mexico no se cuando  lo voy a necesitar Gracias. Correo. chatachata123@yahoo.com,2017-03-02
9326,ISSFAM3186,ISSFAM-00-002-A,No,Sí,COMO SE OBTIENE EL FORMATO PARA EL SUBSIDIO PORQUE NO APARECE LLEVO UNA HORA Y NO LO ENCUENTRO,QUE PONGAN EL PDF DEL FORMATO DEL SUBSIDIO,2017-03-02
9327,IMSS639,IMSS-02-030-C,Sí,No,,"Hola he realizado mi tramite en ventanilla tengo ya 9 años con mi seguro voluntario, y me dieron un papel donde dice que para el 2018 tengo que llevar 2 personas mas a registrarse para que me puedan renovar el tramite el próximo año ,  esto es legal? el papel cita el art.242 de la ley del SS pero nunca funda y motiva el hecho por el cual me exigen llevar dos nuevos a inscribirse.  Es real ?y donde puedo encontrar esa información ?   Dónde puedo denunciar el hecho en caso de no ser cierto?  muchas gracias ! 
Ricardo Morales G.     instrumat@hotmail.com  0133 11346857.",2017-03-02
9328,SRE113,SRE-03-003,Sí,No,,"Citas en linea

gracias",2017-03-02
9329,INM629,INM-03-003-E,Sí,Sí,Formato de carta invitación,Agregar formatos o ejemplos de carta invitación,2017-03-02
9330,ISSSTE615,FOVISSSTE-00-004,Sí,No,,"QUE EL TRÁMITE SEA VÍA INTERNET, PARA OPTIMIZAR TIEMPOS, SOBRETODO A LOS QUE TRABAJAMOS.",2017-03-03
9331,INAPAM2791,INAPAM-01-001,No,Sí,"Solamente dice Selecciona tu Estado oprimes y dice Aguascalientes,como única opción, Que bárbaros así nadie puede comunicarse por Internet con Uds. Corrija lo por Favor!!!!! Muchas Gracias.",La página para el trámite!!!!,2017-03-03
9332,SEMARNAT237,SEMARNAT-02-001,Sí,Sí,"Q los trámites  se realicen x el Internet para facilitar los traslado  

De todos los ejidos marginado","Ya k  en varios  ejidos , se nos dificulta salir ya k no se cuenta con caminos carreteros y mucho menos  ni agua  ni luz  ... Esto  es para los ejidos ejido Francisco Trujillo gurria, el chapo ,y parte de central fouernier.......  Es perando  prontas respuestas para estos ejidos. K  los gobernantes  no nos tienen. En. Cuenta... Ya k somos personas sonas de es casos recursos.... Es perando. Las atenciones de las diferentes  autoridades ...
Y los apoyos k según los dan y nunca yegan... K  solo se benefician los  casikes, adinerados.....",2017-03-03
9333,SEGOB171,SEGOB-05-005,Sí,No,,que el titular tenga la opción de poder hacer la corrección de curp en línea,2017-03-03
9334,SEP69,SEP-01-030-A,No,Sí,"Su página es horrenda,ineficiente en cuanto a la realización de trámites. No se puede sacar una cita para tramitar la cédula profesional,la página es lenta, se traba, nunca aparecen citas disponibles siempre están agotadas. Antes dan oportunidad a nada.",En todo.,2017-03-03
9335,SEGOB171,SEGOB-05-005,No,Sí,"Es lamentable que sus bases de datos no sean confiables, que ustedes me brinden un CURP y depués ustedes mismos la alteren y ahora resulta que mi CURP no se encuentra y que yo debo ir a oficinas pero solo te deja seleccionar DF y no las demás entidades.",Control de sus bases de datos,2017-03-03
9336,IMSS545,IMSS-03-005-C,Sí,Sí,el municipio no se puede seleccionar,sii,2017-03-03
9337,SEDENA1236,SEDENA-02-004,Sí,No,,Como hacer para tramitar de ejercito mexicano,2017-03-03
9338,LICONSA1472,LICONSA-01-003,Sí,Sí,"Deberían abrir módulos en cada pueblo o ciudad o proponer una campaña de divulgación y propuesta, pues muchas personas de bajos recursos necesitan este beneficio",Más divulgación  y más accesible,2017-03-03
9339,INDESOL643,SEDESOL-19-002,Sí,No,,Debería existir cerca de cada pueblo o me mejor dicho en cada ciudad...  Los tramites son presenciales.....  Como llegamos preguntas de bajos recursos ante ustedes,2017-03-03
9340,INM629,INM-03-003-E,No,Sí,"Pienso que al perosnal de el instituto nacional de migracion les falta conciencia y senso.....humillan al extranjero como si ellos fueran dioses.
Paso con un amigo que. Venia de visita de Brasil y lo regresaron como un.perro humillandolo.
Le pedian dinero......",El personal le falta capacitación y sentido comun,2017-03-03
9341,ISSSTE520,ISSSTE-00-008-B,Sí,No,,"que lo pueda uno baja rpor Internet, ya que en la delegación dan solo unas cuantas fichas y uno que va de afuera no alcanza turno.",2017-03-03
9342,ISSSTE520,ISSSTE-00-008-B,Sí,No,,"que lo pueda uno baja rpor Internet, ya que en la delegación dan solo unas cuantas fichas y uno que va de afuera no alcanza turno.",2017-03-03
9343,SEP2813,SEP-18-017,Sí,Sí,Hola estoy interesada en poner una queja pero soy del Estado de Veracruz y en la página no menciona en Veracruz a donde puedo dirigirme. O una página en donde pueda uno realizar el trámite en línea. Me gustaría me apoyarán en eso. Mi nombre Nancy Flores Coria correo medicoria_78@hotmail.com gracias x si tiempo.,Una páginas en línea para poder comunicarse con ustedes desde otros estados,2017-03-03
9344,SEP69,SEP-01-030-A,Sí,Sí,si no me llega la notificacion al correo que hago,las preguntas,2017-03-03
9345,ISSSTE615,FOVISSSTE-00-004,Sí,No,,Es un requisito innecesario acudir personalmente a solicitar una constancia de intereses pagados por crédito hipotecario. Debería ser posible tramitarla por internet.,2017-03-03
9346,INM829,INM-03-014,Sí,Sí,"Cuanto tiempo tarda el trámite? ,","como sugerencia sería bueno que todos los que aplicamos a una residencia ya sea temporal o permanente al momento de solicitarla tengamos de manera obligatoria recibir una charla sobre las Obligaciones y derechos que tenemos, yo no reporte cambio de domicilio no por descuido si no porque no sabía y ahora ya tengo un mes de estar esperando resolución sin poder iniciar la renovación de mi FM , creo sería algo muy útil para nosotros , en mi caso he perdido ya dos pasajes fuera del país  y estoy próxima a perder otro por no saber.
Gracias por darnos este espacio y ojalá esta sugerencia sea viable para que otros residentes no incurran en este tipo de situaciones.",2017-03-03
9347,SEGOB173,SEGOB-05-003,No,Sí,"Vivo en Estados Unidos, cómo podemos  tramitarla en línea?","Dar más información para mexicanos que viven en el
Extranjero.",2017-03-03
9348,SRE145,SRE-03-007-B,No,Sí,No se informa que debe imprimirse la confirmación de cita y presentar sin este documento en la sucursal celaya no te dejan hacer el trámite,mucho es muy ineficiente y hay burocracia para atenderte,2017-03-03
9349,SEP69,SEP-01-030-A,Sí,Sí,"Quizá especificar mejor si todas y cada una de las copias deben ser en tamaño carta, ya que eso me dejó en duda.","En el menú desplegable para encontrar oficinas cercanas no hay opciones para ver los estados del país, sólo muestra al Distrito Federal y la opción ""seleccionar estado"", y debido a eso, obviamente no se puede elegir un municipio. Eso podrían revisarlo.",2017-03-03
9350,CNPSS179,CNPSS-00-001,Sí,Sí,"Se señala que el trámite es gratuito, pero no se indica si tiene un costo anual. Gracias.","Si hay un costo, seria efectivo poner una tabla con los costos según el tipo de afiliado (edades, montos, vigencias, etc) y si existe algun trámite como visita a domicilio. Gracias",2017-03-03
9351,INM821,INM-03-009-E,Sí,Sí,El enlace o link para descargar el formato Básico,Eliminen el enlace del Formato para solicitar trámite migratorio de estancia. Ese formato no debe presentarse puesto que no es un nuevo trámite.,2017-03-03
9352,SCT1845,SCT-03-043-A,Sí,No,,"pagina demasiada tediosa, deberian mejorar en su servicio una porqueria de sistema y de proceso",2017-03-03
9353,ISSFAM1037,ISSFAM-01-003-A,Sí,Sí,"El programa de reconocimiento de voz, no funciona; pues llevo 3 revistas con esta que no reconoce mi voz, por lo que tengo que acudir a la zona mas próxima a mi domicilio, llego a la zona militar y me atienden, pero me dicen que ya no debo ir con ellos a pasar revista de supervivencia, que lo debo hacer por telefono. Que hago?.  Deberian de implementar un sistema mas eficaz de reconocimiento de voz. gracias.",Todo el programa.,2017-03-03
9354,SRE572,SRE-01-020-A,No,Sí,Tiempo aproximado de tramite y/o de entrega del pasaporte,Poner el costo del pasaporte en MXN y actualizarlo automaticamente conforme a la bolsa,2017-03-03
9355,SRE113,SRE-03-003,Sí,Sí,"Deberian de colocar una explicaciòn mas clara de las copias que solicitan del pasaporte a renovar, asi como de los documentos que solicitan.","El personal del modulo de la delegacion Tlalpan es muy despota, mas si las copias no estan bien o falta un documento",2017-03-03
9356,CNP2491,PROSPERA-00-009-A,Sí,Sí,"poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.","poder hacer los tramites en linea... incluso la optencion de algun programa, tenga una hija con discapacidad y 4 veces he entregado mis documentos y nunca acaban de hacer el tramite, aparte tengo 2 hijos mas.",2017-03-04
9357,ISSSTE622,FOVISSSTE-00-005-D,Sí,Sí,"La secretaria donde labore ya no existe , SARH, donde consigo la Hoja de Servicio?","Eliminar la hoja de servicio, se supone que debe haber un registro de todo el tiempo que cotice al Fovissste",2017-03-04
9358,UNADM1064,UNADM-00-001,Sí,Sí,información fidedigna de las convocatorias,sensibilizar la conciencia humana en el proceso de admision en el cual observo la unam ha dado grandes pasos ya que esta al pendiente de cada detalle de sus proceso de admision y ustedes no,2017-03-04
9359,AFSEDF842,AFSEDF-01-014,Sí,Sí,preinscripciones secundaria en Puerto Vllarta donde se detectn anomalias en Sec.gral 60 y colegio mexico Americano.,Con mas informacion,2017-03-04
9360,ISSSTE1722,ISSSTE-07-001,No,Sí,Lo que quiero es que no sea tan complicado el acceso para solicitar cita médica,Porque no puedo acceder para solicitar cita médica?,2017-03-04
9361,SEGOB171,SEGOB-05-005,No,No,,"No aparecen mas oficinas para la atención de estos tramites, solo una en todo el país?.",2017-03-04
9362,SEP71,SEP-01-031-A,Sí,Sí,"es difícil encontrar los datos y ademas no coinciden, por ejemplo, ayer pague los servicios de compulsa y el precio era de $10.00 y $11.00 por hoja y hoy esta a $32.00 por hoja incluso el costo del tramite tiene 2 valores distintos, ya pagué y no puedo hacer la cita pues el programa no lo permite, solo presenta al mes de mayo y todo esta en rojo y no es posible ir más lejos, ¿cual es el precio final?",TODO,2017-03-04
9363,CAPUFE932,CAPUFE-02-001,No,Sí,Los telefonos son correctos lo que no me parece esque uno pasa dias hablando y nunca contestan y va uno en persona a que te atiendan y tampoco se puede que tienes que hacer cita pero como si jamas contesta..,"Contar con mas personal de preferencia amable, atento y que les guste la atencion al cliente que es el servicio que brindan.",2017-03-04
9364,SEGOB171,SEGOB-05-005,No,Sí,poder ingresar en line información ya que es mucho tiempo el que se pierde,realizar tramites en linea,2017-03-04
9365,IMSS163,IMSS-02-007,Sí,Sí,"actualicen las lineas de captura al inicio del mes de la 40- CONTINUACIÓN VOLUNTARIA EN EL RÉGIMEN OBLIGATORIO, para poder pagar, por que aparecen y quiero pagar y se vence el 17 de marzo y no e podido pagar ya que no me arroja la linea de captura de este mes.","actualizando las lineas de captura de 40- CONTINUACIÓN VOLUNTARIA EN EL RÉGIMEN OBLIGATORIO.
gracias",2017-03-04
9366,SRE113,SRE-03-003,Sí,Sí,"1- Poner claramente y en la explicación una liga al papel que se usa para pagar en el banco
2- Poner claramente que se paga con eso EN EL BANCO!
3- Poner un ejemplo de como debe ser la fotocopia a llevar porque las rechazan todas y es un despericiadero de tiempo y fotocopias",Incluir donde se paga y con que papel,2017-03-04
9367,ISSSTE1722,ISSSTE-07-001,Sí,No,,Burn servicio,2017-03-04
9368,SEGOB171,SEGOB-05-005,No,Sí,TRAMITES DE CORRECCION VIA ELECTRONICA,TRAMITES DE CORRECCION VIA ELECTRONICA,2017-03-05
9369,INEA2372,INEA-01-001-C,No,Sí,No en cuentro my municipio,Wwwwww,2017-03-05
9370,ISSSTE1722,ISSSTE-07-001,No,Sí,esta  las citas por internet bloqueada,este error y que en la clínica de La Paz no nos pierdan los expedientes,2017-03-05
9371,CNP2490,PROSPERA-00-001,Sí,Sí,No hay oficinas en la delegación iztapalapa me pueden dar una opción,",en la información",2017-03-05
9372,IMSS543,IMSS-03-005-A,Sí,Sí,tengo 28 años madre soltera y estoy cursANDO EL BACHILLERATO SOLO ME AGRADARIA QUE AMPLIARAN EL PARAMETRO DE EDAD EN UN AÑO CULMINO EL BACHILLERATO Y ME GUSTARIA ESTUDIAR ENFERMERIA Y MI CERTIFICADO DE SECUNDARIA EL PROMEDIO ES DE 6.9,AUMENTAR EL PARAMETRO DE EDAD PARA LA CONVOCATORIA Y PUES DAR OPORTUNIDAD SEGUN APTITUDES Y ACTITUDES LOS NUMEROS NO DEFINEN CAPACIDADES TENGO 6.9 EN MI CERTIFICADO DE SECUNDARIA Y TENGO 28 AÑOS,2017-03-05
9373,SCT2945,SCT-12-001,Sí,No,,que todos los tramites se puedan realizar en linea,2017-03-05
9374,STPS584,STPS-04-016,Sí,Sí,Que funcione e sistema tengo como 5 horas intentando registrarme y no puedo,La forma de ingresar al registro no carga el apartado de curp,2017-03-05
9375,SEGOB171,SEGOB-05-005,No,Sí,Si Loque pasa esque necesito dar de baja una CURP ya que nací en DF pero fui registrada en Morelos así que en hacienda me aparece que tengo 2 CURP que puedo hacer,Ser más claros y más difinidos en las respuestas,2017-03-05
9376,RAN2340,SEDATU-04-051,No,Sí,"En el RAN de Toluca piden un escrito hecho por el solicitante, y esto no está en la página, lo que hace que se haga un gasto tanto en impresiones, tiempo y por supuesto económico.","Ser más claros con los documentos que piden y señalar todos, ya que no aparecen en la página algunos que te llegan a pedir.",2017-03-06
9377,IMSS211,IMSS-02-066-L,No,Sí,todo no se entiende mas especificos...grasias,todo no se entiende mas especificos...grasias,2017-03-06
9378,SE2106,SE-09-001-A,Sí,Sí,"Citan que el examen puede ser en las Delegaciones de las Entidades Federativas, en mi caso en Sonora, seria Hermosillo.
Pero solo se puede en la Ciudad de Mexico",Ser congruentes con la información que citan,2017-03-06
9379,UNADM1064,UNADM-00-001,No,Sí,Las fechas de la convocatoria del año 2017,Deben mejorar muchas cosas. La universidad no proporciona información a cerca de la nueva convocatoria.,2017-03-06
9380,RAN1411,SEDATU-04-016,No,Sí,"Que sucede cuando el núcleo agrario cobra 20, 000 por reconocer, si bien le parece, y sino lo considera necesario podría negarse","Revicen requisito, o esto podría beneficiar a unos y perjudicar a otros",2017-03-06
9381,SEP1077,SEP-01-034-A,No,Sí,SI ES MII TRAMITE CORRECTO? YO UNICAMENTE REQUIERO LA CEDULA POR QUE MOTIVO ME SOLICITAN EL TRAMITE PARA EL DIPLOMA?,LOS ENLACES NO SE ABREN,2017-03-06
9382,SEGOB171,SEGOB-05-005,Sí,No,,"Que al módulo donde acudamos se nos dedique la atención completa y allí mismo resuelvan lo de la modificación del documento.
Lo traen a puras vueltas.
En mi caso, (radico en Tijuana, BC) mi nombre aparece mal en el documento y llevo más de un mes sin que se resuelva mi situación. Tuve que hablar a la oficialía donde soy originario y en la que fue expedida mi acta de nacimiento. En Coahuila. para que corrigan el nombre en el listado electronico, de otra forma aqui en el módulo de Tijuana no me pueden ayudar. Mientras tanto no puedo avanzar en otro trámite para mi jubilación por ese error. Mi nombre es José Ma. Martínez Gutiérrez (así aparece en mi acta de nacimiento) y por error lo escribieron José María Martínez Gutiérrez y no puedo arreglar aún. Hasta que se dignen primero en contestar el teléfono en mi ciudad de origen y luego que en Tijuana la persona que atiende lo del CURP haga lo propio. Mientras tanto he gastado en vueltas, tiempo y en desesperaxción. Es muy desgastante la situación. Ojalá que puedan agilizar y en un sólo módulo se solucione. aunque te den un mes en espera, pero al regresar, ya el documento está en regla. Que usen la tecnología en beneficio de la ciudadanía. Gracias mi correo electrónico es mex.jmartinez@gmail.com.
Por su alguien de esta dependencia me pueda ayudar a resolver esta situaci[on. Ojalá y obtenga respuesta. gracias",2017-03-06
9383,SEDESOL318,SEDESOL-21-002,Sí,Sí,No se puede iniciar el trámite en línea o descargar la solicitud,Actualizar las páginas en tiempo y forma. Así evitamos inconvenientes para ambos lados,2017-03-06
9384,IMSS166,IMSS-02-025-A,Sí,No,,"Al momento de oprimir VALIDAR (el Numero de Seguridad Social), en el área de REGISTRO DE USUARIO, regresa a la pantalla anterior, del menú de opciones (Registro, Trámite y Aclaraciones), por lo que es IMPOSIBLE realizar el Registro de Usuario para poder verificar las semanas Cotizadas.
Ya había solicitado la Revocación de mi Contraseña, ya que anteriormente había intentado el mismo trámite y me indicaba que ya estaba registrado en el sistema digital del IMSS, pero no había registrado alguna contraseña. Me enviaron respuesta, informándome que se habían borrado mis datos, que no debería tener problema para registrarme nuevamente, incluso me dieron los pasos y requisitos para registrarme, pero no lo he logrado.
Mi correo es: 
oicangihc@hotmail.com",2017-03-06
9385,IMSS544,IMSS-03-005-B,No,Sí,INCLUIR LOS ESTADOS QUE CUENTAN CON ESCUELAS Y LAS OFICINAS DEL IMSS CORESPONDIENTE.LAS OFICINAS EN,INCLUIR MAS ESTADOS COMO EL ESTADO DE MÉXICO,2017-03-06
9386,ISSSTE615,FOVISSSTE-00-004,Sí,Sí,Opciones para realizar el trámite cuando no se vive en México.,Para los que trabajamos en el exterior no tenemos posibilidades de realizar el trámite de actualización de información en México. Requiero de la constancia del pago de intereses para la presentación de mi declaración del pago de impuestos. Mi información personal no ha cambiado.  Cómo me pueden ayudar con el trámite de la actualización de información para obtener la constancia?  Mucho apreciaré su pronta respuesta.,2017-03-06
9387,ISSSTE500,ISSSTE-06-012-D,No,No,,"Yo tramite la hija roja y me empezaron a descontar en diciembre2014?, mi nimble Es Blanca Estella Gonzalez escamilla y quiero saber Cuando si Pago el prestamo Cuando tendria que pager y si me haven secuento por pagarlo antes o dar abonos y estoy en Monterrey Nuevo León",2017-03-06
9388,STPS585,STPS-04-003,No,Sí,requisitos,requisitos para ser capacitador externo,2017-03-06
9389,ISSSTE1722,ISSSTE-07-001,No,Sí,Que sirva la página de Internet. Por que ninguna sirve,La página de Internet,2017-03-06
9390,SEDENA1228,SEDENA-01-011,Sí,Sí,tiempos esperados de ejecucion del tramite,"Para la gente que no reside en Mexico, alguna direccion electronica para poder enviar/recibir documentacion.",2017-03-06
9391,ISSSTE615,FOVISSSTE-00-004,Sí,No,,"Que se realice como los años anteriores, es decir, las cartas de interés se encontraban en línea y cada uno de los interesados la podíamos bajar, sin hacer gasto económico por acudir a las oficinas del fovissste.",2017-03-06
9392,ISSSTE1722,ISSSTE-07-001,Sí,No,,"Arreglar mis datos de cita por internet, ya que cuando trato de hacer una cita, el sistema me da opciones de la clínica de la Cd. de Río Bravo, Tamaulipas, cuando yo me encuentro físicamente en Cd. Anáhuac, N.L.
Mis datos:
Nombre: Guadalupe Martínez Sánchez
RFC: MASG530727
CLÍNICA: ISSSTE ANAHUAC.
Tipo de Unidad: Unidad de Medicina Familiar de un consultorio
Domicilio Unidad:	MAIZ NO. 500, COL. OBRERA
Teléfono Unidad: 873 737 1444	
Correo Unidad: umfcdanahuac@issste.gob.mx

Agradezco de antemano su atención, pues para mi me resulta mas fácil hacer mis citas por internet., puesto que no cuento con teléfono fijo y por celular, me salen caras las llamadas.

Gracias por su atención y si es posible, enviarme un correo de enterados, al correo gpemtzs_53@live.com.mx , se los voy agradecer.",2017-03-06
9393,ISSSTE1722,ISSSTE-07-001,Sí,Sí,No responde el sistema,La atención,2017-03-06
9394,SEDESOL322,SEDESOL-22-004,Sí,Sí,un teléfono de contacto para aclarar o confirmar si el trámite que se desea es el correcto,un teléfono de contacto para aclarar o confirmar si el trámite que se desea es el correcto,2017-03-06
9395,SEGOB3000,SGOB-01-007,Sí,Sí,Más información sobre la guía prepagada,"Llamé por teléfono a sus instalaciones para aclarar mis dudas sobre el envío de los documentos y la persona que me atendió (una mujer) fue sumamente grosera. Yo llamo para aclarar ciertas dudas y revisé a detalle la información en el portal, sin embargo la persona me dijo que me metiera y que leyera bien, que ahí estaba todo muy claro. También me hizo saber que era imposible que mi institución me hubiera entregado mis papeles ya legalizados, lo cual es cierto. Fue grosera y muy maleducada, sin paciencia y sin servicio. Muy mal el servicio telefónico.",2017-03-06
9396,SRE572,SRE-01-020-A,Sí,Sí,"NO FUNCIONA el enlace a MEXITEL.
Quiero hacer mi cita de renovacion de pasaporte mexicano en Rep. Dominicana y simplemente no abre casilleros disponibles. Lo he intentado 8 veces. Es muy frustrante y una perdida de tiempo.
Ahora, como puedo hacer mi cita en Santo Domingo RepDom. si uno va y NO le atienden.",Habilitar el enlace a MEXITEL o en su defecto dar los tels. de servicios consulares donde SI LE ATIENDAN A UNO para hacer su cita para pasaporte mexicano.,2017-03-06
9397,SRE577,SRE-01-020-G,No,Sí,Enlace para oficinas consulares dentro del pais,Colcoar un enlace,2017-03-06
9398,SCT2710,SCT-05-006-D,Sí,No,,Realizar tramites en linea,2017-03-06
9399,SEP69,SEP-01-030-A,Sí,Sí,"No me permite hacer el Trámite en línea, el linkedin no abre.",Auxiliar con un contacto directo para asesoría en línea.,2017-03-06
9400,SRE144,SRE-03-007-A,Sí,Sí,"link de información completa sobre requisitos, vigencias y limitantes de pasaportes.
Ejemplos de como se deben presentar los documentos requeridos.
Documentos que la SRE solicita en caso de que los menores de edad tengas cambios fisicos notables.
Link de citas por internet.","Pueden poner una imagen ejemplo de la forma en que se deben presentar los documentos.
Incluir un link en donde se pueda encontrar la información completa de los requisitos, como por ejemplo el que los niños menores no pueden tener un pasaporte con vigencia mayor a un año.
Link de las citas por internet.",2017-03-06
9401,INADEM1637,INADEM-00-002,No,Sí,donde ir en mi estado para que me ayuden.,"esta muy poco amigable la pagina, no me da información practica. De que me sirve ver el diario oficial. quiero saber que necesito, que tramites, a donde puedo ir, quien me ayuda etc.",2017-03-06
9402,SRE572,SRE-01-020-A,Sí,Sí,"acceder mas facilmente a la informacion de el telefono de las citas, el formato en PDF para poder ser llenado en computadora o impreso y llenarlo antes de ir al tramite y poder hacer un preformato via internet adelantar parte del tramite. muy mal la informacion , el sitio y el servicio por telefono muy deficiente.","la supuesta facilidad de poder renovar tus documentos migratorios en el exterior, no hay informacion suficiente ni personal que atienda las llamadas, no se puede hacer ningun tramite por internet como la visa u otros tramites aqui, el Gobirno Mexicano tiene el peor servicio por internet y ninguna ayuda a los que estamos trabajando en el extranjero, muy mal.",2017-03-06
9403,ISSSTE615,FOVISSSTE-00-004,Sí,Sí,No están activos los vínculos para descargar de su portal la constancia de interés pagado...,actívenlos,2017-03-06
