is_info_useful,missing_info,improvements,date,missing_info_sentiment,improvements_sentiment,missing_info_es,improvements_es,institution_cat
1,formato de carta invitacion,agregar formatos o ejemplos de carta invitacion,435,,1,Formato de carta invitación,Agregar formatos o ejemplos de carta invitación,204.0
1,"en la clinica issste narvarte, me pidieron un acta de barandilla, para dar de alta a mi mama. la cual aqui no mencionan, ademas hacen mas  comlicadas las cosas, como trabajador no tengo tiempo de hacer tramites asi.",hacer mas facil el registro de derechohabientes.,435,,1,"EN LA CLINICA ISSSTE NARVARTE, ME PIDIERON UN ACTA DE BARANDILLA, PARA DAR DE ALTA A MI MAMÁ. LA CUAL AQUI NO MENCIONAN, ADEMAS HACEN MAS  COMLICADAS LAS COSAS, COMO TRABAJADOR NO TENGO TIEMPO DE HACER TRAMITES ASI.",HACER MAS FACIL EL REGISTRO DE DERECHOHABIENTES.,257.0
0,deberian tener mas dias habiles para hacer cita!!!,el sistema de citas para tramitar cedula,435,,1,deberian tener mas días habiles para hacer cita!!!,el sistema de citas para tramitar cédula,598.0
1,,"que en años anteriores el tramite era mas sencillo ya que se podia descargar la constancia a traves del portal de internet, lo cual evita perder tiempo en  trasladarse para acudir a las oficinas y hacer filas para efectuar dicho tramite.",435,,1,#VALUE!,"Que en años anteriores el trámite era más sencillo ya que se podía descargar la constancia a través del portal de internet, lo cual evita perder tiempo en  trasladarse para acudir a las oficinas y hacer filas para efectuar dicho trámite.",84.0
1,"como ubico en que delegacion puedo realizar el tramite, si soy de un municipio del estado de yucatan",ya haya una ventana donde indique en que delegacion puedo realizar el tramite,435,,1,"COMO UBICO EN QUE DELEGACION PUEDO REALIZAR EL TRAMITE, SI SOY DE UN MUNICIPIO DEL ESTADO DE YUCATAN",YA HAYA UNA VENTANA DONDE INDIQUE EN QUE DELEGACION PUEDO REALIZAR EL TRAMITE,162.0
1,,liga directa a formato de pago con el monto aprobado para el año fiscal,435,,1,#VALUE!,Liga directa a formato de pago con el monto aprobado para el año fiscal,453.0
1,horarios de atencion y un numero de telefono para confirmar ubicacion y servicios.,"un medio directo de informacion chat en linea seria muy bueno,hay que mejor con la tecnologia y actualizarse en la misma.",435,,1,horarios de atencion y un numero de telefono para confirmar ubicacion y servicios.,"un medio directo de informacion chat en linea seria muy bueno,hay que mejor con la tecnologia y actualizarse en la misma.",85.0
1,"saber los costos de la constancia de aptitud y del certificado de capacitacion, ademas de cual es el tiempo estimado del curso, saber si uno elije los horarios, y finalmente en que horario puedo acudir a realizar el tramite,todo esto para las personas que trabajamos es fundamental para organizarnos .",hacer citas via internet o telefonicas,435,,1,"saber los costos de la constancia de aptitud y del certificado de capacitación, ademas de cual es el tiempo estimado del curso, saber si uno elije los horarios, y finalmente en que horario puedo acudir a realizar el tramite,todo esto para las personas que trabajamos es fundamental para organizarnos .",hacer citas via internet o telefonicas,392.0
1,no pude imprimir el certificado medico y ni este ni la solicitud llegaron a mi correo,que se pueda editar la solicitud,435,,1,NO PUDE IMPRIMIR EL CERTIFICADO MEDICO Y NI ESTE NI LA SOLICITUD LLEGARON A MI CORREO,QUE SE PUEDA EDITAR LA SOLICITUD,115.0
1,,"para poder realizar mejor este tramite, el usuario debera tener la opcion de agendar su cita por si mismo por internet;  admas de tener la opcion del call center para las personas que no tengan acceso a internet o no sepan usar la computadora.
tambien el sistema debe ser en tiempo real, tal vez con un delay de 10 minutos pero no mas. para encontrar la mejor fecha a la mejor hora, en el mejor lugar de conveniencia para el usuario. (en ese orden debera ser la busqueda de las opciones)
quitar la opcion en la politica de cancelacion de 24 a 48 hras y que se aplique a tiempo real. (10 minutos a lo mas)
con esto se reduciran los tiempos muertos o las citas perdidas, con la opcion de que alguien en la fila de sin citas pueda ocupar ese espacio de quien falto a su cita, jalando el num de folio del usuario que requiere atencion inmediata.",435,,1,#VALUE!,"Para poder realizar mejor este trámite, el usuario deberá tener la opcion de agendar su cita por sí mismo por internet;  admás de tener la opción del call center para las personas que no tengan acceso a internet o no sepan usar la computadora.
También el sistema debe ser en tiempo real, tal vez con un delay de 10 minutos pero no mas. Para encontrar la MEJOR FECHA a la MEJOR HORA, en el MEJOR LUGAR DE CONVENIENCIA para el usuario. (en ese orden deberá ser la busqueda de las opciones)
Quitar la opción en la pólitica de cancelación de 24 a 48 hras y que se aplique a tiempo real. (10 minutos a lo mas)
Con esto se reducirán los tiempos muertos o las citas perdidas, con la opción de que alguien en la fila de SIN CITAS pueda ocupar ese espacio de quien faltó a su cita, JALANDO el num de folio del usuario que requiere atención inmediata.",726.0
0,mucha,que las resinas sean mas amables y te den la informacion correcta y no te hagan dar muchas vueltas,435,,1,Mucha,Que las resinas sean más amables y te den la información correcta y no te hagan dar muchas vueltas,737.0
1,las fechas antes de vencer el pasaporte que uno lo puede renovar. gracias,yo quiero renovar mi pasaporte  que  se vence a principios  de junio. ya tenia mi cita y me dijeron que  gaste tenerlo vencidoteniendo una persona enferma en mexico no se cuando  lo voy a necesitar gracias. correo. chatachata123@yahoo.com,435,,1,Las fechas antes de vencer el pasaporte que uno lo puede renovar. Gracias,Yo quiero renovar mi pasaporte  que  se vence a principios  de junio. Ya tenía mi cita y me dijeron que  gaste tenerlo vencidoTeniendo una persona enferma en mexico no se cuando  lo voy a necesitar Gracias. Correo. chatachata123@yahoo.com,723.0
0,como se obtiene el formato para el subsidio porque no aparece llevo una hora y no lo encuentro,que pongan el pdf del formato del subsidio,435,,1,COMO SE OBTIENE EL FORMATO PARA EL SUBSIDIO PORQUE NO APARECE LLEVO UNA HORA Y NO LO ENCUENTRO,QUE PONGAN EL PDF DEL FORMATO DEL SUBSIDIO,229.0
1,,"hola he realizado mi tramite en ventanilla tengo ya 9 años con mi seguro voluntario, y me dieron un papel donde dice que para el 2018 tengo que llevar 2 personas mas a registrarse para que me puedan renovar el tramite el proximo año ,  esto es legal? el papel cita el art.242 de la ley del ss pero nunca funda y motiva el hecho por el cual me exigen llevar dos nuevos a inscribirse.  es real ?y donde puedo encontrar esa informacion ?   donde puedo denunciar el hecho en caso de no ser cierto?  muchas gracias ! 
ricardo morales g.     instrumat@hotmail.com  0133 11346857.",435,,1,#VALUE!,"Hola he realizado mi tramite en ventanilla tengo ya 9 años con mi seguro voluntario, y me dieron un papel donde dice que para el 2018 tengo que llevar 2 personas mas a registrarse para que me puedan renovar el tramite el próximo año ,  esto es legal? el papel cita el art.242 de la ley del SS pero nunca funda y motiva el hecho por el cual me exigen llevar dos nuevos a inscribirse.  Es real ?y donde puedo encontrar esa información ?   Dónde puedo denunciar el hecho en caso de no ser cierto?  muchas gracias ! 
Ricardo Morales G.     instrumat@hotmail.com  0133 11346857.",145.0
1,,"citas en linea

gracias",435,,1,#VALUE!,"Citas en linea

gracias",723.0
1,no volver  a realizar el tramite de nuevo de forma presencial ya que lo realice por internet y no respetan el tramite en el lugar donde se va recoger la licencia y aparte no se pagan $117 cobran $269,el modo para recoger la licencia en  y que no te hagan realizar de nuevo el tramite de forma presencial en el daf que seleccionaste,435,,1,No volver  a realizar el tramite de nuevo de forma presencial ya que lo realice por internet y no respetan el tramite en el lugar donde se va recoger la licencia y aparte no se pagan $117 cobran $269,El modo para recoger la licencia en  y que no te hagan realizar de nuevo el tramite de forma presencial en el DAF que seleccionaste,394.0
1,"agradeciendo de antemano esta oportunidad, solicito el tramite  de registro de traslado de derechos agrarios por muerte del titular, tengo entendido de que es en el ran la direccion que tengo es la de col. ampliacion asturias ¿es ahi en donde se hacen todos los tramites? con los formatos que se descargan del portal.  mi direccion es en la delegacion iztapalapa col. leyes de reforma tercera seccion, c. p. 09310.
agradeciendo de antemano por su atencion muchas gracias.","porque no mejor tener una sucursal en cada delegacion, en el cual se tengan todos los tramites por hacer, y que tal si hace como esta haciendo la tesoreria de que en cada plaza en donde se concentran varios centros comerciales, como plaza oriente plaza de abastos y en todas las plazas que hay, tanto en la ciudad de mexico asi como en todos los estados  del interior de la cdmx, creo yo de que se podrian agilizar los tramites asi, como los pagos ¿ en que bancos se hacen los pagos del ran.",435,,1,"agradeciendo de antemano esta oportunidad, solicito el tramite  de registro de traslado de Derechos Agrarios por muerte del titular, tengo entendido de que es en el RAN la dirección que tengo es la de Col. Ampliación Asturias ¿es ahí en donde se hacen todos los tramites? con los formatos que se descargan del portal.  mi dirección es en la Delegación Iztapalapa Col. Leyes de Reforma tercera sección, c. p. 09310.
Agradeciendo de antemano por su atención muchas gracias.","Porque no mejor tener una sucursal en cada Delegación, en el cual se tengan todos los tramites por hacer, y que tal si hace como esta haciendo la tesorería de que en cada plaza en donde se concentran varios centros comerciales, como plaza oriente plaza de abastos y en todas las plazas que hay, tanto en la ciudad de méxico así como en todos los estados  del interior de la cdmx, creo yo de que se podrían agilizar los tramites así, como los pagos ¿ en que bancos se hacen los pagos del RAN.",453.0
1,"difundirla a traves de medios masivos, de comunicacion y citar a los viejitos de acuerdo con sus letras de los apellidos por orden alfabetico y fecha calendario para no tenerlos parados en el frio,lluvia o en el sol,quitar lo sobrevivencia,poner mas oficinas en los municipios y dar tarjetas bancarias de los bancos mas solicitados de acuerdo al  municipio ,quitar los giros de cobro,es un retraso enorme en la funcion publica.","hacer mas agil la tramitologia de la informacion para los viejitos, y separar a las personas que van arreglar tramitesde sus tarjetas,que la renovacion de tarjetas sea por correo como lo hacen los bancos y asi evitar complicaciones a los viejitos,creo que ese costo lo debe de manejar los bancos por el manejo de cuenta o cobrar algo simbolico al tarjetabiente.",435,,1,"difundirla a traves de medios masivos, de comunicacion y citar a los viejitos de acuerdo con sus letras de los apellidos por orden alfabetico y fecha calendario para no tenerlos parados en el frio,lluvia o en el sol,quitar lo sobrevivencia,poner mas oficinas en los municipios y dar tarjetas bancarias de los bancos mas solicitados de acuerdo al  municipio ,quitar los giros de cobro,es un retraso enorme en la funcion publica.","hacer mas agil la tramitologia de la informacion para los viejitos, y separar a las personas que van arreglar tramitesde sus tarjetas,que la renovacion de tarjetas sea por correo como lo hacen los bancos y asi evitar complicaciones a los viejitos,creo que ese costo lo debe de manejar los bancos por el manejo de cuenta o cobrar algo simbolico al tarjetabiente.",506.0
1,el telefono o liga para solicitar la cita,"la liga para el tramite en linea , no se puede utilizar ya que no despliega los campos a capturar.

gracias y saludos",435,,1,El teléfono o liga para solicitar la cita,"La liga para el tramite en línea , no se puede utilizar ya que no despliega los campos a capturar.

Gracias y Saludos",592.0
1,,estaria muy bien si uno pudiera imprimir su estado de cuenta desde la la oficina virtual sinavid,435,,1,#VALUE!,Estaría muy bien si uno pudiera imprimir su estado de cuenta desde la la oficina virtual SINAVID,237.0
1,que chinguen a su madre putos,"opino que este pinche gobierno ratero mentiroso...............el dlls sigue bajando y ustedes se empeñan en hacer creer a los ciudadanos en que la gasolina se rige por el precio del dolar.....cuando baja dos pesos y ustdes 2centavos hijos de puta pero ya solo les queda un puto año y lopez obrador va hacer el proximo presidente, agarrrence porque se los va a coger pinches rateros de mierda...........................",435,,1,QUE CHINGUEN A SU MADRE PUTOS,"OPINO QUE ESTE PINCHE GOBIERNO RATERO MENTIROSO...............EL DLLS SIGUE BAJANDO Y USTEDES SE EMPEÑAN EN HACER CREER A LOS CIUDADANOS EN QUE LA GASOLINA SE RIGE POR EL PRECIO DEL DOLAR.....CUANDO BAJA DOS PESOS Y USTDES 2CENTAVOS HIJOS DE PUTA PERO YA SOLO LES QUEDA UN PUTO AÑO Y LOPEZ OBRADOR VA HACER EL PROXIMO PRESIDENTE, AGARRRENCE PORQUE SE LOS VA A COGER PINCHES RATEROS DE MIERDA...........................",659.0
0,pues no he podido realizar mi tramite debido a que no puedo recuperar mi contraseña. ya estoy registrada pero debido a que no tengo la contraseña y no la puedo recuperar ya que me dice error - informacion no disponible para recuperar contraseña. ojala alguien me pueda ayudar a recuperar mi contraseña para poder hacer el tramite,que me ayuden a recuperar mi contraseña,435,,1,PUES NO HE PODIDO REALIZAR MI TRAMITE DEBIDO A QUE NO PUEDO RECUPERAR MI CONTRASEÑA. YA ESTOY REGISTRADA PERO DEBIDO A QUE NO TENGO LA CONTRASEÑA Y NO LA PUEDO RECUPERAR YA QUE ME DICE Error - Información no disponible para recuperar contraseña. OJALA ALGUIEN ME PUEDA AYUDAR A RECUPERAR MI CONTRASEÑA PARA PODER HACER EL TRAMITE,QUE ME AYUDEN A RECUPERAR MI CONTRASEÑA,545.0
1,consulta del status del tramite de compra de armas de fuego el correo electronico de sedena no es posible mandarlo y el numero telefonico dificilmente contesta y cuando lo hace la persona lo remite al correo electronico,el sistema de consulta del estado o resultado del tramite,435,,1,Consulta del status del tramite de compra de armas de fuego el correo electronico de sedena no es posible mandarlo y el numero telefonico dificilmente contesta y cuando lo hace la persona lo remite al correo electronico,El sistema de consulta del estado o resultado del tramite,483.0
0,es un tramite engorroso que nos hace perder el tiempo y finalmente no soluciona nada ni por internet y mucho menos por telefono no es posible  la falta de atencion y de sensibilidad ante nuestras  necesidades fisicas hasta cuando vamos a re obus un servicio digno  y eficiente issstetel esta peor que su personal fisico en clinicas y hospitales porque su personal esta muerto al igual que su servicio vaya caballo de trolla,es necesario un cambio de actitud y de personal porque carecemos de lo que buscamos que es atencion personal y medica,435,,1,es un trámite engorroso que nos hace perder el tiempo y finalmente no soluciona nada ni por Internet y mucho menos por teléfono no es posible  la falta de atención y de sensibilidad ante nuestras  necesidades físicas hasta cuando vamos a re obús un servicio digno  y eficiente issstetel esta peor que su personal físico en clínicas y hospitales porque su personal esta muerto al igual que su servicio vaya caballo de trolla,es necesario un cambio de actitud y de personal porque carecemos de lo que buscamos que es atención personal y médica,299.0
0,"no sirve la pagina

me bloquea y no hay manera de ingresar.",haganlo mas accesible a todos y que sirva siempre el portal,435,,1,"no sirve la pagina

me bloquea y no hay manera de ingresar.",haganlo mas accesible a todos y que sirva siempre el portal,222.0
1,no viene el formato,¿como encuentro el formato?,435,,1,no viene el formato,¿como encuentro el formato?,539.0
0,"no recuerdo mi contraseña, sigo todas las instrucciones y no me aceptan, quiero saber si puedo renovar mi prestamo, si es tiempo, o si tengo que esperar",con informacion mas clara y precisa,435,,1,"NO RECUERDO MI CONTRASEÑA, SIGO TODAS LAS INSTRUCCIONES Y NO ME ACEPTAN, QUIERO SABER SI PUEDO RENOVAR MI PRESTAMO, SI ES TIEMPO, O SI TENGO QUE ESPERAR",CON INFORMACIÓN MAS CLARA Y PRECISA,295.0
1,"no se valora las quejas emitidas por parte de los candidatos a donar sangre, la desinformacion que existe para la donacion.","buen trato y comunicacion hacia el personal que solicita informacion sin amedrentarlo.,",435,,1,"NO SE VALORA LAS QUEJAS EMITIDAS POR PARTE DE LOS CANDIDATOS A DONAR SANGRE, LA DESINFORMACIÓN QUE EXISTE PARA LA DONACIÓN.","BUEN TRATO Y COMUNICACIÓN HACIA EL PERSONAL QUE SOLICITA INFORMACIÓN SIN AMEDRENTARLO.,",36.0
1,,todo,435,,1,#VALUE!,Todo,720.0
1,,"creo que ayudaria mucho si se pudiera descargar la solicitud sin tener la necesidad de ir a pedirla a las oficinas de re

bendiciones",435,,1,#VALUE!,"Creo que ayudaría mucho si se pudiera descargar la solicitud sin tener la necesidad de ir a pedirla a las oficinas de RE

Bendiciones",723.0
0,¿se puede renovar la autorizacion provisional?,mas informacion acerca de en que consiste la autorizacion provisional,435,,1,¿Se puede renovar la autorización provisional?,Más información acerca de en qué consiste la autorización provisional,590.0
1,los resultados de las familias que son veneficiarias de leon gto 2017,poner los listados gracias,435,,1,Los resultados de las familias que son veneficiarias de león gto 2017,Poner los listados gracias,509.0
1,,"en otras ocasiones solo se imprimia el documento, ahora es mayor tiempo perdido para asistir a las oficinas.",435,,1,#VALUE!,"En otras ocasiones solo se imprimia el documento, ahora es mayor tiempo perdido para asistir a las oficinas.",84.0
0,"mencionar mas clara mente nombre de documentos as icomo 
-fotmato de pago con comrobante de pago en banco
-acta de nacimeinto recien actualizada
-identicicacion oficial ( ife, cartilla militar etc
-curp
- etc
todo con dos copias",redicir costo de ese tramite,435,,1,"MENCIONAR MAS CLARA MENTE NOMBRE DE DOCUMENTOS AS ICOMO 
-FOTMATO DE PAGO CON COMROBANTE DE PAGO EN BANCO
-ACTA DE NACIMEINTO RECIEN ACTUALIZADA
-IDENTICICACION OFICIAL ( IFE, CARTILLA MILITAR ETC
-CURP
- ETC
TODO CON DOS COPIAS",REDICIR COSTO DE ESE TRAMITE,737.0
0,informacion incompleta. al asistir al modulo me han hecho dar vueltas porque dicen que la informacion que aqui se presenta esta incorrecta e incompleta. que faltan los datos y copias de los beneficiarios y de unos testigos.,la informacion del portal esta incompleta. al asistir al modulo dicen que la informacion que aqui se presenta esta incorrecta e incompleta. que faltan los datos y copias de los beneficiarios y de unos testigos.,435,,1,INFORMACIÓN INCOMPLETA. AL ASISTIR AL MÓDULO ME HAN HECHO DAR VUELTAS PORQUE DICEN QUE LA INFORMACIÓN QUE AQUÍ SE PRESENTA ESTÁ INCORRECTA E INCOMPLETA. QUE FALTAN LOS DATOS Y COPIAS DE LOS BENEFICIARIOS Y DE UNOS TESTIGOS.,LA INFORMACIÓN DEL PORTAL ESTÁ INCOMPLETA. AL ASISTIR AL MÓDULO DICEN QUE LA INFORMACIÓN QUE AQUÍ SE PRESENTA ESTÁ INCORRECTA E INCOMPLETA. QUE FALTAN LOS DATOS Y COPIAS DE LOS BENEFICIARIOS Y DE UNOS TESTIGOS.,244.0
1,"hable por telefono para verificar los requisitos para renovar el pasaporte de mi hijo menor (13 años) y me dijeron que debia llevar credencial de la escuela o constancia de la misma con fotografia, con el sello de la sep y firmada por el director y ese requisito no esta señalado en esta pagina.","poner claramente cada requisito en forma de lista, ya que hay personas que no tenemos la destreza para lo digitalizado. gracias por la atencion.",435,,1,"Hablé por teléfono para verificar los requisitos para renovar el pasaporte de mi hijo menor (13 años) y me dijeron que debía llevar credencial de la escuela o constancia de la misma con fotografía, con el sello de la Sep y firmada por el director y ese requisito no está señalado en esta página.","Poner claramente cada requisito en forma de lista, ya que hay personas que no tenemos la destreza para lo digitalizado. Gracias por la atención.",729.0
0,por ejemplo donde obtener estos datos porque del representante ovio las que trabajan hay no te lo dan y pues ya somos vecinos de casas laterales de esta estancia y mas vecinos con molestia de estas instalaciones,poner directorios o un numero telefonico donde de obtener informacion de estas instalaciones y sus responsabilidades sables,435,,1,Por ejemplo donde obtener estos datos porque del representante ovio las que trabajan hay no te lo dan y pues ya somos vecinos de casas laterales de esta estancia y más vecinos con molestia de estas instalaciones,Poner directorios o un número telefónico donde de obtener información de estas instalaciones y sus responsabilidades sables,502.0
1,anteriormente se  solicitaba en linea ya no es asi?,poderlo obtener en linea ya que cierran temprano las oficinas y algunos centros de trabajo estan retirados ojala pudieran considerarlo,435,,1,anteriormente se  solicitaba en linea ya no es asi?,poderlo obtener en linea ya que cierran temprano las oficinas y algunos centros de trabajo estan retirados ojala pudieran considerarlo,84.0
1,,es un requisito innecesario acudir personalmente a solicitar una constancia de intereses pagados por credito hipotecario. deberia ser posible tramitarla por internet.,436,,1,#VALUE!,Es un requisito innecesario acudir personalmente a solicitar una constancia de intereses pagados por crédito hipotecario. Debería ser posible tramitarla por internet.,84.0
1,"cuanto tiempo tarda el tramite? ,","como sugerencia seria bueno que todos los que aplicamos a una residencia ya sea temporal o permanente al momento de solicitarla tengamos de manera obligatoria recibir una charla sobre las obligaciones y derechos que tenemos, yo no reporte cambio de domicilio no por descuido si no porque no sabia y ahora ya tengo un mes de estar esperando resolucion sin poder iniciar la renovacion de mi fm , creo seria algo muy util para nosotros , en mi caso he perdido ya dos pasajes fuera del pais  y estoy proxima a perder otro por no saber.
gracias por darnos este espacio y ojala esta sugerencia sea viable para que otros residentes no incurran en este tipo de situaciones.",436,,1,"Cuanto tiempo tarda el trámite? ,","como sugerencia sería bueno que todos los que aplicamos a una residencia ya sea temporal o permanente al momento de solicitarla tengamos de manera obligatoria recibir una charla sobre las Obligaciones y derechos que tenemos, yo no reporte cambio de domicilio no por descuido si no porque no sabía y ahora ya tengo un mes de estar esperando resolución sin poder iniciar la renovación de mi FM , creo sería algo muy útil para nosotros , en mi caso he perdido ya dos pasajes fuera del país  y estoy próxima a perder otro por no saber.
Gracias por darnos este espacio y ojalá esta sugerencia sea viable para que otros residentes no incurran en este tipo de situaciones.",225.0
0,"vivo en estados unidos, como podemos  tramitarla en linea?","dar mas informacion para mexicanos que viven en el
extranjero.",436,,1,"Vivo en Estados Unidos, cómo podemos  tramitarla en línea?","Dar más información para mexicanos que viven en el
Extranjero.",518.0
0,no se informa que debe imprimirse la confirmacion de cita y presentar sin este documento en la sucursal celaya no te dejan hacer el tramite,mucho es muy ineficiente y hay burocracia para atenderte,436,,1,No se informa que debe imprimirse la confirmación de cita y presentar sin este documento en la sucursal celaya no te dejan hacer el trámite,mucho es muy ineficiente y hay burocracia para atenderte,730.0
1,"quiza especificar mejor si todas y cada una de las copias deben ser en tamaño carta, ya que eso me dejo en duda.","en el menu desplegable para encontrar oficinas cercanas no hay opciones para ver los estados del pais, solo muestra al distrito federal y la opcion ""seleccionar estado"", y debido a eso, obviamente no se puede elegir un municipio. eso podrian revisarlo.",436,,1,"Quizá especificar mejor si todas y cada una de las copias deben ser en tamaño carta, ya que eso me dejó en duda.","En el menú desplegable para encontrar oficinas cercanas no hay opciones para ver los estados del país, sólo muestra al Distrito Federal y la opción ""seleccionar estado"", y debido a eso, obviamente no se puede elegir un municipio. Eso podrían revisarlo.",598.0
1,"el programa de reconocimiento de voz, no funciona; pues llevo 3 revistas con esta que no reconoce mi voz, por lo que tengo que acudir a la zona mas proxima a mi domicilio, llego a la zona militar y me atienden, pero me dicen que ya no debo ir con ellos a pasar revista de supervivencia, que lo debo hacer por telefono. que hago?.  deberian de implementar un sistema mas eficaz de reconocimiento de voz. gracias.",todo el programa.,436,,1,"El programa de reconocimiento de voz, no funciona; pues llevo 3 revistas con esta que no reconoce mi voz, por lo que tengo que acudir a la zona mas próxima a mi domicilio, llego a la zona militar y me atienden, pero me dicen que ya no debo ir con ellos a pasar revista de supervivencia, que lo debo hacer por telefono. Que hago?.  Deberian de implementar un sistema mas eficaz de reconocimiento de voz. gracias.",Todo el programa.,230.0
1,el enlace o link para descargar el formato basico,eliminen el enlace del formato para solicitar tramite migratorio de estancia. ese formato no debe presentarse puesto que no es un nuevo tramite.,436,,1,El enlace o link para descargar el formato Básico,Eliminen el enlace del Formato para solicitar trámite migratorio de estancia. Ese formato no debe presentarse puesto que no es un nuevo trámite.,218.0
1,,"pagina demasiada tediosa, deberian mejorar en su servicio una porqueria de sistema y de proceso",436,,1,#VALUE!,"pagina demasiada tediosa, deberian mejorar en su servicio una porqueria de sistema y de proceso",400.0
0,tiempo aproximado de tramite y/o de entrega del pasaporte,poner el costo del pasaporte en mxn y actualizarlo automaticamente conforme a la bolsa,436,,1,Tiempo aproximado de tramite y/o de entrega del pasaporte,Poner el costo del pasaporte en MXN y actualizarlo automaticamente conforme a la bolsa,701.0
1,si no me llega la notificacion al correo que hago,las preguntas,436,,1,si no me llega la notificacion al correo que hago,las preguntas,598.0
1,"se señala que el tramite es gratuito, pero no se indica si tiene un costo anual. gracias.","si hay un costo, seria efectivo poner una tabla con los costos segun el tipo de afiliado (edades, montos, vigencias, etc) y si existe algun tramite como visita a domicilio. gracias",436,,1,"Se señala que el trámite es gratuito, pero no se indica si tiene un costo anual. Gracias.","Si hay un costo, seria efectivo poner una tabla con los costos según el tipo de afiliado (edades, montos, vigencias, etc) y si existe algun trámite como visita a domicilio. Gracias",29.0
1,hola estoy interesada en poner una queja pero soy del estado de veracruz y en la pagina no menciona en veracruz a donde puedo dirigirme. o una pagina en donde pueda uno realizar el tramite en linea. me gustaria me apoyaran en eso. mi nombre nancy flores coria correo medicoria_78@hotmail.com gracias x si tiempo.,una paginas en linea para poder comunicarse con ustedes desde otros estados,436,,1,Hola estoy interesada en poner una queja pero soy del Estado de Veracruz y en la página no menciona en Veracruz a donde puedo dirigirme. O una página en donde pueda uno realizar el trámite en línea. Me gustaría me apoyarán en eso. Mi nombre Nancy Flores Coria correo medicoria_78@hotmail.com gracias x si tiempo.,Una páginas en línea para poder comunicarse con ustedes desde otros estados,635.0
1,"deberian de colocar una explicaciòn mas clara de las copias que solicitan del pasaporte a renovar, asi como de los documentos que solicitan.","el personal del modulo de la delegacion tlalpan es muy despota, mas si las copias no estan bien o falta un documento",436,,1,"Deberian de colocar una explicaciòn mas clara de las copias que solicitan del pasaporte a renovar, asi como de los documentos que solicitan.","El personal del modulo de la delegacion Tlalpan es muy despota, mas si las copias no estan bien o falta un documento",723.0
0,"pienso que al perosnal de el instituto nacional de migracion les falta conciencia y senso.....humillan al extranjero como si ellos fueran dioses.
paso con un amigo que. venia de visita de brasil y lo regresaron como un.perro humillandolo.
le pedian dinero......",el personal le falta capacitacion y sentido comun,436,,1,"Pienso que al perosnal de el instituto nacional de migracion les falta conciencia y senso.....humillan al extranjero como si ellos fueran dioses.
Paso con un amigo que. Venia de visita de Brasil y lo regresaron como un.perro humillandolo.
Le pedian dinero......",El personal le falta capacitación y sentido comun,204.0
1,,"que el tramite sea via internet, para optimizar tiempos, sobretodo a los que trabajamos.",436,,1,#VALUE!,"QUE EL TRÁMITE SEA VÍA INTERNET, PARA OPTIMIZAR TIEMPOS, SOBRETODO A LOS QUE TRABAJAMOS.",84.0
0,"solamente dice selecciona tu estado oprimes y dice aguascalientes,como unica opcion, que barbaros asi nadie puede comunicarse por internet con uds. corrija lo por favor!!!!! muchas gracias.",la pagina para el tramite!!!!,436,,1,"Solamente dice Selecciona tu Estado oprimes y dice Aguascalientes,como única opción, Que bárbaros así nadie puede comunicarse por Internet con Uds. Corrija lo por Favor!!!!! Muchas Gracias.",La página para el trámite!!!!,185.0
1,"q los tramites  se realicen x el internet para facilitar los traslado  

de todos los ejidos marginado","ya k  en varios  ejidos , se nos dificulta salir ya k no se cuenta con caminos carreteros y mucho menos  ni agua  ni luz  ... esto  es para los ejidos ejido francisco trujillo gurria, el chapo ,y parte de central fouernier.......  es perando  prontas respuestas para estos ejidos. k  los gobernantes  no nos tienen. en. cuenta... ya k somos personas sonas de es casos recursos.... es perando. las atenciones de las diferentes  autoridades ...
y los apoyos k segun los dan y nunca yegan... k  solo se benefician los  casikes, adinerados.....",436,,1,"Q los trámites  se realicen x el Internet para facilitar los traslado  

De todos los ejidos marginado","Ya k  en varios  ejidos , se nos dificulta salir ya k no se cuenta con caminos carreteros y mucho menos  ni agua  ni luz  ... Esto  es para los ejidos ejido Francisco Trujillo gurria, el chapo ,y parte de central fouernier.......  Es perando  prontas respuestas para estos ejidos. K  los gobernantes  no nos tienen. En. Cuenta... Ya k somos personas sonas de es casos recursos.... Es perando. Las atenciones de las diferentes  autoridades ...
Y los apoyos k según los dan y nunca yegan... K  solo se benefician los  casikes, adinerados.....",530.0
1,,que el titular tenga la opcion de poder hacer la correccion de curp en linea,436,,1,#VALUE!,que el titular tenga la opción de poder hacer la corrección de curp en línea,520.0
0,"su pagina es horrenda,ineficiente en cuanto a la realizacion de tramites. no se puede sacar una cita para tramitar la cedula profesional,la pagina es lenta, se traba, nunca aparecen citas disponibles siempre estan agotadas. antes dan oportunidad a nada.",en todo.,436,,1,"Su página es horrenda,ineficiente en cuanto a la realización de trámites. No se puede sacar una cita para tramitar la cédula profesional,la página es lenta, se traba, nunca aparecen citas disponibles siempre están agotadas. Antes dan oportunidad a nada.",En todo.,598.0
1,,"que lo pueda uno baja rpor internet, ya que en la delegacion dan solo unas cuantas fichas y uno que va de afuera no alcanza turno.",436,,1,#VALUE!,"que lo pueda uno baja rpor Internet, ya que en la delegación dan solo unas cuantas fichas y uno que va de afuera no alcanza turno.",237.0
1,el municipio no se puede seleccionar,sii,436,,1,el municipio no se puede seleccionar,sii,171.0
